Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
GFSA3,GAFISA,GAFISA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,,GFSA3,13/12/2024,ON,"R$ 1,29",1 Ação,"R$ 3,12 M",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"GPTW, IBRA, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, SMLL","-5,69","0,08","0,17","0,26","0,26","0,03","1,96","0,12","-0,08","24,44","21,35","2,09","3,30","3,30","0,37","R$ 149,56 M","R$ 1,87 B",30/09/2024,"R$ 1,29",13/12/2024,"0,00%","R$ 220,70 M","- R$ 37,91 M","- R$ 46,73 M","- R$ 2,38 M","- R$ 44,35 M","- R$ 66,87 M","- R$ 0,58","R$ 1,24","R$ 15,60","-86,56%","-78,39%","-76,63%","-51,71%","-93,46%","-59,73%","-96,97%","-58,30%","-98,16%","-55,01%","R$ 7,75 M","1,24%","1,38%","1,88%","2,10%","-1,56%","-0,50%","-12,78%","-2,94%","8,56%","9,80%","0,17","2,58","1,58","19,64","R$ 9,31 M","R$ 5,04 B","R$ 1,14 B","R$ 588,73 M","R$ 1,73 B","R$ 1,72 B","R$ 1,95 B","R$ 16,81",115.936.000,0,115.936.000,32.913.000,0,32.913.000,83.023.000,0,83.023.000,"- R$ 50,97 M","- R$ 37,99 M","R$ 58,94 M","- R$ 30,01 M","- R$ 2,93 M","- R$ 53,89 M","- R$ 60,00 mil","R$ 566,37 M",,,,,,,,,
GGBR3,GERDAU,GERDAU S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Participação e Administração,GGBR3,13/12/2024,ON,"R$ 18,97",1 Ação,"R$ 911,03 mil",ITR - 30/09/2024,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,"IGC, ITAG","8,17","0,71","0,61","3,23","4,74","0,48","5,34","1,81","-8,28","6,13","4,29","0,70","3,71","5,45","0,55","R$ 40,83 B","R$ 45,29 B",30/09/2024,"R$ 18,97",13/12/2024,"4,13%","R$ 17,38 B","R$ 2,58 B","R$ 2,12 B","- R$ 796,28 M","R$ 2,92 B","R$ 1,35 B","R$ 0,64","R$ 14,75","R$ 20,19","12,79%","11,20%","9,44%","4,62%","32,34%","9,80%","85,12%","16,66%","138,97%","19,01%","R$ 1,78 M","9,25%","8,24%","14,01%","12,48%","9,54%","6,32%","13,58%","7,44%","11,38%","16,25%","0,85","1,48","0,48","0,42","R$ 8,07 B","R$ 81,85 B","R$ 1,81 B","R$ 10,72 B","R$ 12,53 B","R$ 4,46 B","R$ 55,29 B","R$ 26,23",720.631.730,1.387.848.730,2.108.480.460,581.200,22.858.873,23.440.073,720.050.530,1.364.989.857,2.085.040.387,"R$ 5,83 B","- R$ 1,72 B","- R$ 838,19 M","R$ 3,18 B","- R$ 1,64 B","R$ 4,19 B","- R$ 3,90 B","R$ 8,31 B",,,,,,,,,
GGBR4,GERDAU,GERDAU S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Participação e Administração,GGBR4,13/12/2024,PN,"R$ 20,00",1 Ação,"R$ 350,49 M",ITR - 30/09/2024,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IGC, IGCT, IMAT, INDX, ITAG, IVBX, MLCX","8,61","0,75","0,64","3,41","5,00","0,51","5,63","1,91","-8,73","6,13","4,29","0,70","3,71","5,45","0,55","R$ 40,83 B","R$ 45,29 B",30/09/2024,"R$ 20,00",13/12/2024,"3,92%","R$ 17,38 B","R$ 2,58 B","R$ 2,12 B","- R$ 796,28 M","R$ 2,92 B","R$ 1,35 B","R$ 0,64","R$ 16,45","R$ 21,15","6,24%","7,61%","-7,38%","-3,77%","9,23%","2,99%","51,41%","10,93%","96,28%","14,42%","R$ 250,01 M","9,25%","8,24%","14,01%","12,48%","9,54%","6,32%","13,58%","7,44%","11,38%","16,25%","0,85","1,48","0,48","0,42","R$ 8,07 B","R$ 81,85 B","R$ 1,81 B","R$ 10,72 B","R$ 12,53 B","R$ 4,46 B","R$ 55,29 B","R$ 26,23",720.631.730,1.387.848.730,2.108.480.460,581.200,22.858.873,23.440.073,720.050.530,1.364.989.857,2.085.040.387,"R$ 5,83 B","- R$ 1,72 B","- R$ 838,19 M","R$ 3,18 B","- R$ 1,64 B","R$ 4,19 B","- R$ 3,90 B","R$ 8,31 B",,,,,,,,,
GGPS3,GPS,GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Administração patrimonial de bens e interesses próprios e de suas subsidiárias e coligadas; participação em empreendimentos comerciais e industriais; participação como acionista ou sócia de sociedade,GGPS3,13/12/2024,ON,"R$ 15,07",1 Ação,"R$ 30,94 M",ITR - 30/09/2024,Bens Industriais,Serviços,Serviços Diversos,"IBRA, IBRX, IGC, IGCT, IGNM, ITAG, SMLL","15,12","2,96","0,75","16,38","22,04","0,70","8,23","2,30","-1,53","11,32","8,79","1,03","22,53","30,31","0,97","R$ 10,17 B","R$ 13,99 B",30/09/2024,"R$ 15,07",13/12/2024,"2,11%","R$ 4,11 B","R$ 612,72 M","R$ 331,46 M","- R$ 108,49 M","R$ 439,95 M","R$ 145,75 M","R$ 0,22","R$ 15,07","R$ 20,39","-16,37%","-20,25%","44,17%","20,10%","-9,63%","-3,32%",-,-,-,-,"R$ 37,01 M","17,85%","15,95%","27,05%","24,17%","22,81%","6,96%","16,04%","4,97%","9,12%","11,75%","1,40","4,21","3,21","2,40","R$ 1,36 B","R$ 14,48 B","R$ 484,31 M","R$ 4,70 B","R$ 5,18 B","R$ 3,82 B","R$ 3,44 B","R$ 5,09",674.854.731,0,674.854.731,0,0,0,674.854.731,0,674.854.731,"R$ 477,13 M","- R$ 683,24 M","R$ 388,37 M","R$ 182,26 M","- R$ 54,72 M","R$ 422,42 M","- R$ 159,22 M","R$ 461,54 M",,,,,,,,,
GMAT3,GRUPO MATEUS,GRUPO MATEUS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Holdings de instituições não financeiras. participação no capital de outras sociedades. na condição de acionista. sócia ou quotista. em caráter permanente ou temporário. como controladora ou coligada.,GMAT3,13/12/2024,ON,"R$ 6,82",1 Ação,"R$ 27,57 M",ITR - 30/09/2024,Consumo não Cíclico,Comércio e Distribuição,Alimentos,"AGFS, IBRA, IBRX, ICON, IGC, IGCT, IGNM, ITAG, MLCX","11,41","1,62","0,49","12,65","433,72","0,84","7,56","2,64","-5,18","9,13","7,77","0,59","15,28","523,98","1,02","R$ 15,07 B","R$ 18,20 B",30/09/2024,"R$ 6,82",13/12/2024,"2,84%","R$ 8,34 B","R$ 1,89 B","R$ 588,99 M","- R$ 75,04 M","R$ 664,03 M","R$ 373,14 M","R$ 0,17","R$ 6,42","R$ 8,53","1,53%","4,41%","29,55%","13,84%","14,31%","4,56%","-11,22%","-2,93%",-,-,"R$ 27,95 M","12,00%","12,16%","18,18%","18,42%","15,93%","8,77%","22,34%","4,27%","6,45%","7,59%","2,05","1,93","0,93","1,34","R$ 698,69 M","R$ 17,90 B","R$ 648,72 M","R$ 3,19 B","R$ 3,83 B","R$ 3,14 B","R$ 9,27 B","R$ 4,20",2.209.091.132,0,2.209.091.132,254.947,0,254.947,2.208.836.185,0,2.208.836.185,"- R$ 184,71 M","- R$ 232,18 M","- R$ 124,54 M","- R$ 541,43 M","- R$ 227,60 M","- R$ 412,31 M","- R$ 1,16 B","R$ 34,74 M",,,,,,,,,
GOAU3,GERDAU MET,METALURGICA GERDAU S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Participação e Administração,GOAU3,13/12/2024,ON,"R$ 11,29",1 Ação,"R$ 285,11 mil",ITR - 30/09/2024,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,"IGC, ITAG","6,96","0,61","0,18","0,87","1,23","0,14","1,55","0,52","-0,28","2,13","1,49","0,24","1,19","1,69","0,19","R$ 11,46 B","R$ 15,70 B",30/09/2024,"R$ 11,29",13/12/2024,"3,99%","R$ 17,38 B","R$ 2,58 B","R$ 2,12 B","- R$ 796,28 M","R$ 2,91 B","R$ 458,27 M","R$ 0,44","R$ 9,61","R$ 11,90","6,85%","9,94%","14,17%","6,86%","41,58%","12,30%","103,49%","19,45%","138,89%","19,00%","R$ 879,87 mil","9,06%","18,35%","13,72%","27,80%","9,16%","2,12%","13,58%","2,53%","11,35%","16,23%","0,84","4,34","3,34","0,40","R$ 8,29 B","R$ 82,10 B","R$ 1,81 B","R$ 10,72 B","R$ 12,53 B","R$ 4,25 B","R$ 18,90 B","R$ 18,30",365.111.201,667.594.603,1.032.705.804,0,8.918.900,8.918.900,365.111.201,658.675.703,1.023.786.904,"R$ 6,13 B","- R$ 1,71 B","- R$ 930,71 M","R$ 3,40 B","- R$ 1,63 B","R$ 4,50 B","- R$ 3,89 B","R$ 9,29 B",,,,,,,,,
GOAU4,GERDAU MET,METALURGICA GERDAU S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Participação e Administração,GOAU4,13/12/2024,PN,"R$ 11,30",1 Ação,"R$ 82,65 M",ITR - 30/09/2024,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,"IBOVESPA, IBRA, IBRX, IDIV, IGC, IGCT, IMAT, INDX, ITAG, IVBX, SMLL","6,97","0,61","0,18","0,87","1,23","0,14","1,56","0,52","-0,28","2,13","1,49","0,24","1,19","1,69","0,19","R$ 11,46 B","R$ 15,70 B",30/09/2024,"R$ 11,30",13/12/2024,"3,98%","R$ 17,38 B","R$ 2,58 B","R$ 2,12 B","- R$ 796,28 M","R$ 2,91 B","R$ 458,27 M","R$ 0,44","R$ 9,26","R$ 11,91","9,35%","12,48%","2,48%","1,24%","24,69%","7,64%","70,78%","14,33%","117,87%","16,83%","R$ 85,87 M","9,06%","18,35%","13,72%","27,80%","9,16%","2,12%","13,58%","2,53%","11,35%","16,23%","0,84","4,34","3,34","0,40","R$ 8,29 B","R$ 82,10 B","R$ 1,81 B","R$ 10,72 B","R$ 12,53 B","R$ 4,25 B","R$ 18,90 B","R$ 18,30",365.111.201,667.594.603,1.032.705.804,0,8.918.900,8.918.900,365.111.201,658.675.703,1.023.786.904,"R$ 6,13 B","- R$ 1,71 B","- R$ 930,71 M","R$ 3,40 B","- R$ 1,63 B","R$ 4,50 B","- R$ 3,89 B","R$ 9,29 B",,,,,,,,,
GOLL13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLL3,GOL,GOL LINHAS AEREAS INTELIGENTES S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Gestão de Participação Societária,GOLL3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Bens Industriais,Transporte,Transporte Aéreo,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,06","5,84","1,17","-34,85","-11,30","1,00","R$ 4,13 B","R$ 21,91 B",30/09/2024,"R$ 0,00",//0,"0,00%","R$ 4,96 B","R$ 1,54 B","R$ 3,23 M","- R$ 877,96 M","R$ 881,19 M","- R$ 830,23 M","- R$ 0,26",,,,,,,,,,,,,,"67,97%","-10,78%","102,99%","-16,33%","9,30%","-11,92%","31,71%","-10,98%","10,62%","20,12%","1,09","-0,91","-1,91","4,74","R$ 1,52 B","R$ 21,83 B","R$ 9,72 B","R$ 9,58 B","R$ 19,30 B","R$ 17,77 B","- R$ 24,03 B","- R$ 7,50",2.863.682.500,338.594.335,3.202.276.835,0,2.109,2.109,2.863.682.500,338.592.226,3.202.274.726,"R$ 479,34 M","- R$ 461,19 M","- R$ 675,87 M","- R$ 684,30 M","- R$ 427,90 M","R$ 51,44 M","- R$ 1,31 B","- R$ 1,94 B",,,,,,,,,
GOLL4,GOL,GOL LINHAS AEREAS INTELIGENTES S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Gestão de Participação Societária,GOLL4,13/12/2024,PN,"R$ 1,29",1 Ação,"R$ 11,71 M",ITR - 30/09/2024,Bens Industriais,Transporte,Transporte Aéreo,-,"-2,02","-0,17","0,22","-6,57","-2,13","0,19","2,09","-0,26","-0,07","11,06","5,84","1,17","-34,85","-11,30","1,00","R$ 4,13 B","R$ 21,91 B",30/09/2024,"R$ 1,29",13/12/2024,"0,00%","R$ 4,96 B","R$ 1,54 B","R$ 3,23 M","- R$ 877,96 M","R$ 881,19 M","- R$ 830,23 M","- R$ 0,26","R$ 0,98","R$ 9,19","-84,55%","-85,36%","-80,09%","-55,43%","-93,02%","-58,85%","-95,22%","-53,28%","-96,43%","-48,63%","R$ 7,85 M","67,97%","-10,78%","102,99%","-16,33%","9,30%","-11,92%","31,71%","-10,98%","10,62%","20,12%","1,09","-0,91","-1,91","4,74","R$ 1,52 B","R$ 21,83 B","R$ 9,72 B","R$ 9,58 B","R$ 19,30 B","R$ 17,77 B","- R$ 24,03 B","- R$ 7,50",2.863.682.500,338.594.335,3.202.276.835,0,2.109,2.109,2.863.682.500,338.592.226,3.202.274.726,"R$ 479,34 M","- R$ 461,19 M","- R$ 675,87 M","- R$ 684,30 M","- R$ 427,90 M","R$ 51,44 M","- R$ 1,31 B","- R$ 1,94 B",,,,,,,,,
GPAR3,CELGPAR,CIA CELG DE PARTICIPACOES - CELGPAR,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em outras sociedades como acionista ou sócio-cotista e. ainda. a explotação direta ou indireta de serviços de energia elétrica.,GPAR3,18/10/2024,ON,"R$ 47,00",1 Ação,"R$ 4,70 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"-513,83","4,87","1.116,85","-532,69","37,58","4,54","-433,17","16,21","21,44","-434,67","-432,12","1.120,71","-534,53","37,71","4,56","R$ 3,74 B","R$ 3,76 B",30/09/2024,"R$ 47,00",18/10/2024,"0,00%","R$ 7,57 M","R$ 4,12 M","- R$ 7,88 M","- R$ 253,00 mil","- R$ 7,62 M","R$ 2,17 M","R$ 0,03","R$ 42,77","R$ 47,50","9,89%","-6,00%","23,74%","11,26%","115,69%","30,11%","188,50%","31,74%","131,58%","18,69%","R$ 72,31",NA,NA,NA,NA,NA,NA,"-14,85%","-217,36%","-257,83%","-259,35%",NA,"1,07","0,07","-1,49","R$ 1,02 M","R$ 824,88 M","R$ 3,15 M","R$ 10,80 M","R$ 13,96 M","R$ 12,94 M","R$ 768,48 M","R$ 9,65",79.676.000,0,79.676.000,0,0,0,79.676.000,0,79.676.000,"R$ 1,24 M","- R$ 867,00 mil","- R$ 1,04 M","- R$ 669,00 mil","- R$ 6,06 M","- R$ 4,82 M","- R$ 4,29 M","R$ 99,66 M",,,,,,,,,
GPIV33,GP INVEST,GP INVESTMENTS LTD.,ATIVO,FASE OPERACIONAL,BDR´s patrocinados,Investimentos Alternativos. principalmente em Private equity,GPIV33,13/12/2024,DR3,"R$ 4,14",1 Ação,"R$ 20,89 mil",ITR - 30/09/2024,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,-,NA,"0,19","0,51","1,79",NA,"0,10","0,75","1,17","-0,25","0,69",NA,"0,47","1,63",NA,"0,09","R$ 280,42 M","R$ 255,91 M",30/09/2024,"R$ 4,14",13/12/2024,"0,00%","R$ 163,19 M","R$ 163,19 M","- R$ 60,83 M",NA,NA,NA,NA,"R$ 2,65","R$ 5,28","50,55%","56,23%","52,21%","23,41%","-32,02%","-12,08%","9,23%","2,23%","-37,93%","-9,09%","R$ 128,28 mil","11,60%","24,92%","17,58%","37,75%",NA,NA,"100,00%",NA,"67,57%",NA,"0,18","1,93","0,93",NA,"R$ 57,48 M","R$ 2,80 B","R$ 11,17 M","R$ 21,79 M","R$ 32,97 M","- R$ 24,52 M","R$ 1,45 B","R$ 11,09",130.824.582,0,130.824.582,8.634.322,0,8.634.322,122.190.260,0,122.190.260,"R$ 27,27 M","R$ 17,20 M","- R$ 50,81 M","- R$ 20,30 M",NA,NA,NA,NA,,,,,,,,,
GRAO3,AGRIBRASIL,HUMBERG AGRIBRASIL COM. E EXPORT. DE GRÃOS S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Venda. compra. revenda e distribuição de produtos in natura de origem vegetal (cereais e grãos). a granel ou em contêineres. no/para o mercado interno e externo.,GRAO3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Consumo não Cíclico,Agropecuária,Agricultura,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 0,00",//0,"0,00%","R$ 641,05 M","R$ 20,12 M","R$ 13,08 M","- R$ 4,89 M","R$ 17,97 M","R$ 928,00 mil","R$ 0,01",,,,,,,,,,,,,,"20,04%","27,66%","30,37%","41,91%","17,01%","2,68%","6,27%","1,16%","5,10%","5,15%","2,31","7,95","6,95","3,19","R$ 48,19 M","R$ 1,08 B","R$ 275,95 M","R$ 70,66 M","R$ 346,61 M","R$ 298,42 M","R$ 135,54 M","R$ 1,41",95.863.295,0,95.863.295,5.993.644,0,5.993.644,89.869.651,0,89.869.651,"- R$ 71,73 M","- R$ 544,00 mil","R$ 64,47 M","- R$ 7,81 M","- R$ 544,00 mil","- R$ 72,27 M","- R$ 674,00 mil","- R$ 152,88 M",,,,,,,,,
GRND3,GRENDENE,GRENDENE S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Fabricação de calçados em geral,GRND3,13/12/2024,ON,"R$ 5,28",1 Ação,"R$ 5,42 M",ITR - 30/09/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,"IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL","7,35","1,24","1,88","5,82","6,86","1,12","11,79","1,92","2,31","11,83","10,02","1,89","5,84","6,89","1,12","R$ 4,76 B","R$ 4,78 B",30/09/2024,"R$ 5,28",13/12/2024,"7,76%","R$ 749,48 M","R$ 358,74 M","R$ 145,34 M","- R$ 16,88 M","R$ 162,22 M","R$ 223,52 M","R$ 0,25","R$ 5,06","R$ 6,64","-17,60%","-15,89%","11,52%","5,61%","-16,26%","-5,75%","-11,94%","-3,13%","-35,43%","-8,37%","R$ 5,16 M","7,64%","7,51%","11,57%","11,39%","18,60%","16,76%","46,11%","25,61%","15,97%","18,87%","0,65","1,11","0,11","0,04","R$ 59,78 M","R$ 4,27 B","R$ 65,70 M","R$ 12,27 M","R$ 77,97 M","R$ 18,19 M","R$ 3,85 B","R$ 4,27",902.160.000,0,902.160.000,0,0,0,902.160.000,0,902.160.000,"R$ 13,55 M","- R$ 17,67 M","- R$ 8,99 M","- R$ 13,12 M","- R$ 26,14 M","- R$ 12,60 M","- R$ 124,57 M","R$ 694,06 M",,,,,,,,,
GSHP3,GENERALSHOPP,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Administração de Shopping Centers,GSHP3,12/12/2024,ON,"R$ 6,51",1 Ação,"R$ 2,60 mil",ITR - 30/09/2024,Financeiro,Exploração de Imóveis,Exploração de Imóveis,-,"-0,06","-0,01","0,07","-0,13","-0,08","0,01","0,22","0,24","-0,01","36,14","34,79","11,81","-21,37","-13,56","1,46","R$ 12,56 M","R$ 2,02 B",30/09/2024,"R$ 6,51",12/12/2024,"0,00%","R$ 43,01 M","R$ 28,61 M","R$ 23,36 M","- R$ 578,00 mil","R$ 23,94 M","R$ 2,63 M","R$ 1,36","R$ 6,51","R$ 18,12","-56,60%","-60,55%","-72,88%","-47,59%","-81,66%","-43,24%","-89,32%","-42,85%","-80,96%","-28,22%","R$ 2,29 mil","3,22%","4,00%","4,89%","6,07%","26,24%","-14,10%","67,80%","-128,92%","32,68%","33,95%","0,11","-1,31","-2,31","34,58","R$ 91,89 M","R$ 1,39 B","R$ 19,19 M","R$ 2,08 B","R$ 2,10 B","R$ 2,01 B","- R$ 1,06 B","- R$ 550,17",1.928.769,0,1.928.769,53.431,0,53.431,1.875.338,0,1.875.338,"- R$ 57,93 M","R$ 83,39 M","- R$ 41,73 M","- R$ 16,27 M","- R$ 5,82 M","- R$ 63,75 M","- R$ 54,50 M","- R$ 149,06 M",,,,,,,,,
GUAR3,GUARARAPES,GUARARAPES CONFECCOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Confecções de roupas e tecidos em geral.,GUAR3,13/12/2024,ON,"R$ 6,50",1 Ação,"R$ 6,14 M",ITR - 30/09/2024,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,"GPTW, IBRA, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","15,10","0,63","0,35","2,01","2,10","0,25","4,19","1,12","-0,65","6,00","3,21","0,50","2,88","3,01","0,36","R$ 3,24 B","R$ 4,65 B",30/09/2024,"R$ 6,50",13/12/2024,"1,85%","R$ 2,30 B","R$ 1,37 B","R$ 156,63 M","- R$ 175,39 M","R$ 332,02 M","R$ 45,13 M","R$ 0,09","R$ 4,76","R$ 9,71","11,45%","1,36%","0,59%","0,30%","-33,98%","-12,94%","-56,83%","-18,95%","-65,61%","-19,20%","R$ 9,39 M","6,71%","6,62%","10,17%","10,03%","4,31%","1,56%","58,61%","2,30%","8,30%","15,54%","0,68","2,53","1,53","0,97","R$ 626,64 M","R$ 13,03 B","R$ 421,28 M","R$ 1,61 B","R$ 2,03 B","R$ 1,41 B","R$ 5,16 B","R$ 10,33",499.200.000,0,499.200.000,2.560,0,2.560,499.197.440,0,499.197.440,"R$ 258,65 M","R$ 62,02 M","- R$ 734,06 M","- R$ 413,40 M","- R$ 42,08 M","R$ 216,56 M","- R$ 72,80 M","R$ 1,54 B",,,,,,,,,
HAGA3,HAGA S/A,HAGA S.A. INDUSTRIA E COMERCIO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,INDUSTRIA METALÚRGICA - FAB. DE FECHADURAS P/CONSTRUÇÃO CIVIL,HAGA3,13/12/2024,ON,"R$ 2,25",1 Ação,"R$ 10,87 mil",ITR - 30/09/2024,Bens Industriais,Construção e Engenharia,Produtos para Construção,-,"6,31","-0,52","0,91","6,25",NA,"0,41","22,48","0,80","-0,32","33,49","17,46","1,36","9,32",NA,"0,61","R$ 19,16 M","R$ 39,89 M",30/09/2024,"R$ 2,25",13/12/2024,"0,00%","R$ 8,80 M","R$ 2,29 M","R$ 290,32 mil","- R$ 256,32 mil","R$ 546,63 mil","R$ 772,24 mil","R$ 0,06","R$ 2,25","R$ 3,06","-21,05%","-15,09%","-35,71%","-19,85%","-67,86%","-31,52%","-34,21%","-9,94%","-54,45%","-14,54%","R$ 38,09 mil","1,44%","-2,26%","2,18%","-3,43%","-7,65%","7,13%","26,58%","14,50%","4,07%","7,80%","0,49","-1,29","-2,29","9,07","R$ 18,40 mil","R$ 65,90 M","R$ 20,75 M","R$ 0,00","R$ 20,75 M","R$ 20,74 M","- R$ 51,27 M","- R$ 4,31",3.966.667,7.933.333,11.900.000,0,0,0,3.966.667,7.933.333,11.900.000,"- R$ 185,25 mil","- R$ 87,55 mil","R$ 0,00","- R$ 272,80 mil",NA,NA,NA,NA,,,,,,,,,
HAGA4,HAGA S/A,HAGA S.A. INDUSTRIA E COMERCIO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,INDUSTRIA METALÚRGICA - FAB. DE FECHADURAS P/CONSTRUÇÃO CIVIL,HAGA4,13/12/2024,PN,"R$ 1,29",1 Ação,"R$ 2,42 mil",ITR - 30/09/2024,Bens Industriais,Construção e Engenharia,Produtos para Construção,-,"3,61","-0,30","0,52","3,59",NA,"0,23","12,89","0,46","-0,18","33,49","17,46","1,36","9,32",NA,"0,61","R$ 19,16 M","R$ 39,89 M",30/09/2024,"R$ 1,29",13/12/2024,"0,00%","R$ 8,80 M","R$ 2,29 M","R$ 290,32 mil","- R$ 256,32 mil","R$ 546,63 mil","R$ 772,24 mil","R$ 0,06","R$ 1,03","R$ 1,40","9,32%","8,40%","16,22%","7,81%","-38,57%","-15,01%","-37,07%","-10,94%","-35,18%","-8,30%","R$ 18,98 mil","1,44%","-2,26%","2,18%","-3,43%","-7,65%","7,13%","26,58%","14,50%","4,07%","7,80%","0,49","-1,29","-2,29","9,07","R$ 18,40 mil","R$ 65,90 M","R$ 20,75 M","R$ 0,00","R$ 20,75 M","R$ 20,74 M","- R$ 51,27 M","- R$ 4,31",3.966.667,7.933.333,11.900.000,0,0,0,3.966.667,7.933.333,11.900.000,"- R$ 185,25 mil","- R$ 87,55 mil","R$ 0,00","- R$ 272,80 mil",NA,NA,NA,NA,,,,,,,,,
