Ticker,Valor atual,Min. 52 semanas,Máx. 52 semanas,Dividend Yield,Valorização (12m),Tipo,PART. IBOV,MERCADO DE OPÇÕES,TOMADOR (média),DOADOR (média),Nº DE AÇÕES ALUGADAS (dia),VOLUME (dia),Nº DE CONTRATOS,,Ano passado,Ano atual,Comparação,Provisionado,Comparação + Provisionado,Ativos,Ativo circulante,Dívida bruta,Disponibilidade,Dívida líquida,Valor de mercado,Valor de firma,Segmento de listagem,Free Float,Setor de Atuação,Subsetor de Atuação,Segmento de Atuação,Investidores,Institucional,Pessoa jurídica,Pessoa física,{helper},UNIT - Composição
idvl3,"2,16",-,-,-,-%,ON,"0,000",0,"8,00","8,00",294,638,1,237.683.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.958.192.000,2.259.554.000,-,385.655.000,-,224.007.574,224.007.574,,--%,Financeiro e Outros,Intermediários Financeiros,Bancos,1,0,1,0,-,
idvl4,"2,67",-,-,-,-%,PN,"0,000",0,"2,31","2,31",67,180,2,237.683.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.958.192.000,2.259.554.000,-,385.655.000,-,224.007.574,224.007.574,,--%,Financeiro e Outros,Intermediários Financeiros,Bancos,1,0,1,0,-,
ifcm3,"0,12","0,11","1,85",-,"-92,77%",ON,"0,000",9,"2,49","2,49",1.965.232,1.827.666,66,-101.104.000,,,%,,%,1.447.670.000,609.124.000,801.534.000,90.382.000,711.152.000,76.505.067,787.657.067,Novo Mercado,"82,22%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,4.336,124,29,4.183,-,
igbr3,"175,99",-,-,-,-%,ON,"0,000",0,"5,00","5,00",109,0,2,-650.957.000,"0,0000","0,0000","0,00%","0,0000","0,00%",212.516.000,109.976.000,352.009.000,105.387.000,246.622.000,220.074.791,466.696.791,,"100,00%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,1.853,0,19,1.834,-,
igsn3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,2.451.903.000,,,%,,%,12.998.408.000,2.215.775.000,8.205.102.000,1.552.429.000,6.652.673.000,0,6.652.673.000,,"100,00%",Utilidade Pública,Água e Saneamento,Água e Saneamento,6,5,1,0,-,
igta3,"33,00",-,-,-,-%,ON,"0,000",0,"2,10","2,10",39.954,0,30,3.985.143.000,"0,0000","0,0000","0,00%","0,0000","0,00%",7.085.332.000,2.381.019.000,2.836.502.000,1.978.200.000,858.302.000,5.444.845.626,6.303.147.626,,--%,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,1,0,1,0,-,
igti11,"20,49","19,31","24,58","3,28","-10,80%",,"0,209",75,"0,06","0,06",2.292.719,54.108.168,112,4.263.750.000,"0,3660","0,6727","83,79%","0,0000","83,79%",8.360.860.000,2.002.092.000,3.490.877.000,1.585.461.000,1.905.416.000,5.411.594.025,7.317.010.025,Nível 1,"52,91%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,57.496,49,1.375,56.072,-,1 ON (IGTI3)
igti3,"2,45","2,33","3,26","3,92","-10,58%",ON,"0,000",0,"28,16","28,16",4.300,14.276,2,4.263.750.000,"0,0523","0,0962","83,88%","0,0000","83,88%",8.360.860.000,2.002.092.000,3.490.877.000,1.585.461.000,1.905.416.000,5.411.594.025,7.317.010.025,Nível 1,"52,91%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,57.496,49,1.375,56.072,-,
igti4,"9,33","8,31","11,79","3,09","-4,11%",PN,"0,000",0,"5,00","5,00",67,680,1,4.263.750.000,"0,1569","0,2885","83,88%","0,0000","83,88%",8.360.860.000,2.002.092.000,3.490.877.000,1.585.461.000,1.905.416.000,5.411.594.025,7.317.010.025,Nível 1,"52,91%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,57.496,49,1.375,56.072,-,
inep3,"1,31","1,29","4,62",-,"-70,02%",ON,"0,000",0,"5,00","5,00",21.519,66.494,9,-1.280.709.000,"0,0000","0,0000","0,00%","0,0000","0,00%",1.099.607.000,98.868.000,899.244.000,1.279.000,897.965.000,58.688.148,956.653.148,,"86,76%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,-,0,0,0,-,
inep4,"1,32","1,25","3,44","4,56","-56,72%",PN,"0,000",0,"3,56","3,56",1.700,4.641,2,-1.280.709.000,"0,0000","0,0598","0,00%","0,0000","0,00%",1.099.607.000,98.868.000,899.244.000,1.279.000,897.965.000,58.688.148,956.653.148,,"86,76%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,-,0,0,0,-,
innt3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,209.245.000,,,%,,%,1.266.808.000,638.436.000,347.064.000,18.176.000,328.888.000,0,328.888.000,,--%,Consumo Cíclico,Construção Civil,Incorporações,5,0,0,5,-,
intb3,"16,18","16,18","24,48","3,01","-23,97%",ON,"0,000",49,"0,49","0,49",317.758,6.749.180,64,2.844.148.000,"0,2085","0,4878","133,97%","0,0000","133,97%",5.946.610.000,4.512.666.000,977.728.000,1.133.917.000,-156.189.000,5.300.747.760,5.144.558.760,Novo Mercado,"34,88%",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos,28.975,349,137,28.489,-,
irbr3,"39,92","28,44","54,06",-,"-20,95%",ON,"0,156",328,"1,19","1,19",1.040.799,39.196.490,177,4.785.347.000,"0,0000","0,0000","0,00%","0,0000","0,00%",16.009.026.000,4.990.058.000,-,3.397.603.000,-,3.283.939.439,3.283.939.439,Novo Mercado,"99,48%",Financeiro e Outros,Previdência e Seguros,Seguradoras,352.885,421,1.194,351.270,-,
itec3,"40,10",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,20.143.000,"0,0000","0,0000","0,00%","0,0000","0,00%",48.178.000,21.592.000,0,20.572.000,-20.572.000,443.994.659,423.422.659,,--%,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos,1,0,1,0,-,
itsa3,"10,18","9,22","11,22","9,68","9,23%",ON,"0,000",0,"1,49","1,49",26.883,280.390,39,86.463.000.000,"0,4818","0,8830","83,27%","0,0471","93,04%",111.898.000.000,13.520.000.000,13.181.000.000,8.976.000.000,4.205.000.000,104.733.830.376,108.938.830.376,Nível 1,"65,74%",Financeiro e Outros,Intermediários Financeiros,Bancos,940.784,0,4.044,936.740,-,
itsa4,"10,12","9,13","11,19","6,79","9,64%",PN,"2,692",188,"0,05","0,05",12.069.600,126.489.408,262,86.463.000.000,"0,4818","0,5841","21,23%","0,0471","31,00%",111.898.000.000,13.520.000.000,13.181.000.000,8.976.000.000,4.205.000.000,104.733.830.376,108.938.830.376,Nível 1,"65,74%",Financeiro e Outros,Intermediários Financeiros,Bancos,940.784,0,4.044,936.740,-,
itub3,"29,24","26,15","32,38","8,04","11,82%",ON,"0,000",23,"2,40","2,40",115.250,3.437.908,62,201.365.000.000,"0,9741","2,0674","112,24%","0,0177","114,05%",2.783.431.000.000,37.868.000.000,-,0,-,309.206.096.774,309.206.096.774,Nível 1,"52,99%",Financeiro e Outros,Intermediários Financeiros,Bancos,478.374,1.422,12.903,464.049,-,
itub4,"33,89","30,54","37,21","6,93","9,29%",PN,"7,251",607,"0,06","0,06",9.739.627,336.796.302,4.619,201.365.000.000,"0,9741","2,0674","112,24%","0,0177","114,05%",2.783.431.000.000,37.868.000.000,-,0,-,309.206.096.774,309.206.096.774,Nível 1,"52,99%",Financeiro e Outros,Intermediários Financeiros,Bancos,478.374,1.422,12.903,464.049,-,
jall3,"5,26","5,01","8,02","1,29","-33,42%",ON,"0,000",12,"0,63","0,63",41.671,324.617,10,2.074.758.000,"0,4426","0,0677","84,71%","0,0000","84,71%",6.701.940.000,2.120.283.000,4.016.479.000,1.067.316.000,2.949.163.000,1.596.630.205,4.545.793.205,Novo Mercado,"31,70%",Consumo não Cíclico,Alimentos Processados,Açucar e Alcool,16.982,217,153,16.612,-,
jbss3,"35,14","19,26","36,04","8,55","63,98%",ON,"1,876",206,"0,07","0,07",2.126.068,46.560.889,522,46.708.524.000,"1,0000","3,0000","200,00%","0,0000","200,00%",226.575.672.000,91.642.528.000,103.285.283.000,28.534.539.000,74.750.744.000,77.811.522.260,152.562.266.260,Novo Mercado,"51,52%",Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,98.188,1.007,1.732,95.449,-,
jfen3,"3,74","3,43","52,57",-,"-92,02%",ON,"0,000",0,"5,00","5,00",623,1.676,1,121.664.000,"0,0000","0,0000","0,00%","0,0000","0,00%",955.012.000,796.827.000,254.235.000,31.975.000,222.260.000,46.072.013,268.332.013,,--%,Consumo Cíclico,Construção Civil,Incorporações,6.836,1,39,6.796,-,
jhsf3,"4,59","3,56","5,06","8,08","16,79%",ON,"0,000",82,"0,10","0,10",1.289.088,5.775.114,86,5.116.891.000,"0,3726","0,3399","8,76%","0,0000","8,76%",11.970.125.000,3.755.466.000,3.848.215.000,1.231.520.000,2.616.695.000,3.118.118.003,5.734.813.003,Novo Mercado,"43,12%",Consumo Cíclico,Construção Civil,Incorporações,113.281,136,803,112.342,-,
jopa3,"21,01","20,56","24,48","2,06","-6,71%",ON,"0,000",0,"3,00","3,00",38,0,2,599.884.000,"0,8215","0,4332","47,27%","0,0000","47,27%",2.250.587.000,1.633.256.000,1.185.288.000,656.404.000,528.884.000,224.170.616,753.054.616,,"21,18%",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,293,6,15,272,-,
jopa4,"34,98","0,00","34,98","1,36","1,33%",PN,"0,000",0,"0,00","0,00",0,0,0,599.884.000,"0,9037","0,4765","47,27%","0,0000","47,27%",2.250.587.000,1.633.256.000,1.185.288.000,656.404.000,528.884.000,224.170.616,753.054.616,,"21,18%",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,293,6,15,272,-,
jslg3,"7,45","6,77","13,89","4,25","-23,43%",ON,"0,000",0,"5,99","5,99",2.657,31.273,2,1.860.190.000,"0,0000","0,0000","0,00%","0,0000","0,00%",12.789.190.000,4.818.057.000,8.396.945.000,2.431.848.000,5.965.097.000,2.133.911.531,8.099.008.531,Novo Mercado,"22,06%",Bens Industriais,Transporte,Transporte Rodoviário,7.984,148,69,7.767,-,
kepl3,"10,14","8,62","11,48","9,45","-1,84%",ON,"0,000",23,"2,41","2,41",122.466,1.316.510,18,754.480.000,"0,8592","0,8440","1,76%","0,0000","1,76%",1.550.670.000,1.078.166.000,317.986.000,457.910.000,-139.924.000,1.820.564.917,1.680.640.917,Novo Mercado,"96,83%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,34.197,109,341,33.747,-,
klbn11,"21,36","17,51","21,81","6,15","11,60%",,"0,763",184,"0,05","0,05",1.495.606,37.614.491,273,9.989.390.000,"1,1991","1,1593","3,32%","0,0000","3,32%",58.988.786.000,14.191.442.000,36.440.396.000,7.497.954.000,28.942.442.000,26.399.601.636,55.342.043.636,Nível 2,"63,92%",Materiais Básicos,Madeira e Papel,Papel e Celulose,254.557,98,2.330,252.129,-,1 ON (KLBN3)
klbn3,"4,34","3,53","4,40","6,06","12,73%",ON,"0,000",0,"27,05","27,05",11.149,55.856,18,9.989.390.000,"0,2398","0,2319","3,32%","0,0000","3,32%",58.988.786.000,14.191.442.000,36.440.396.000,7.497.954.000,28.942.442.000,26.399.601.636,55.342.043.636,Nível 2,"63,92%",Materiais Básicos,Madeira e Papel,Papel e Celulose,254.557,98,2.330,252.129,-,
klbn4,"4,26","3,46","4,37","6,17","11,52%",PN,"0,000",0,"5,95","5,95",84.898,424.490,38,9.989.390.000,"0,2398","0,2319","3,32%","0,0000","3,32%",58.988.786.000,14.191.442.000,36.440.396.000,7.497.954.000,28.942.442.000,26.399.601.636,55.342.043.636,Nível 2,"63,92%",Materiais Básicos,Madeira e Papel,Papel e Celulose,254.557,98,2.330,252.129,-,
krsa3,"6,65","4,24","14,00",-,"-39,55%",ON,"0,000",0,"9,95","9,95",13.576,11.540,3,917.003.000,,,%,,%,4.723.451.000,1.313.601.000,2.801.738.000,173.103.000,2.628.635.000,515.049.808,3.143.684.808,Novo Mercado,"20,35%",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,1.088,111,5,972,-,
lame3,"6,60",-,-,-,-%,ON,"0,000",0,"15,00","15,00",721.192,0,48,6.514.645.000,"0,0000","0,0000","0,00%","0,0000","0,00%",43.736.188.000,24.815.317.000,16.521.265.000,9.911.191.000,6.610.074.000,12.391.135.397,19.001.209.397,,--%,Consumo Cíclico,Comércio,Produtos Diversos,123.467,818,1.887,120.762,-,
lame4,"8,70","3,14","95,00",-,"-90,54%",ON,"0,000",0,"29,38","29,38",22.096.134,12.152.874,2.665,-30.359.000.000,"0,0000","0,0000","0,00%","0,0000","0,00%",25.902.000.000,10.705.000.000,29.316.000.000,5.016.000.000,24.300.000.000,1.742.114.170,26.042.114.170,Novo Mercado,"50,00%",Consumo Cíclico,Comércio,Produtos Diversos,149.018,563,2.089,146.366,-,
land3,"11,14","11,09","18,59","0,78","-32,07%",ON,"0,000",0,"7,91","7,91",19.723,299.395,10,727.517.000,"1,3545","0,0869","93,58%","0,0000","93,58%",926.713.000,26.957.000,92.220.000,10.188.000,82.032.000,1.071.968.357,1.154.000.357,Novo Mercado,"54,58%",Consumo não Cíclico,Agropecuária,Agricultura,4.929,63,31,4.835,-,
lavv3,"8,55","7,20","9,52","9,24","16,80%",ON,"0,000",3,"1,75","1,75",68.175,634.709,10,1.441.379.000,"0,3532","0,4833","36,83%","0,0000","36,83%",2.722.417.000,2.171.870.000,465.774.000,551.095.000,-85.321.000,1.706.018.710,1.620.697.710,Novo Mercado,"37,06%",Consumo Cíclico,Construção Civil,Incorporações,15.907,152,88,15.667,-,
lcam3,"24,15",-,-,-,-%,ON,"0,000",0,"20,06","20,06",562.680,0,73,17.046.384.000,"0,0000","0,0000","0,00%","0,0000","0,00%",19.887.909.000,6.005.567.000,637.866.000,4.147.533.000,-3.509.667.000,12.285.815.276,8.776.148.276,,--%,Consumo Cíclico,Diversos,Aluguel de carros,33.257,732,1.020,31.505,-,
leve3,"27,06","27,06","34,57","8,65","-7,87%",ON,"0,000",20,"2,19","2,19",20.195,677.542,16,1.109.296.000,"9,7133","2,1717","77,64%","0,0000","77,64%",3.272.284.000,2.106.536.000,1.024.595.000,499.089.000,525.506.000,3.667.685.340,4.193.191.340,Novo Mercado,"39,00%",Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas,66.497,145,291,66.061,-,
lher3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,18.550.000,"0,0000","0,0000","0,00%","0,0000","0,00%",54.345.000,3.761.000,0,2.772.000,-2.772.000,0,-2.772.000,,--%,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,129,0,11,118,-,
lher4,"0,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,18.550.000,"0,0000","0,0000","0,00%","0,0000","0,00%",54.345.000,3.761.000,0,2.772.000,-2.772.000,0,-2.772.000,,--%,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,129,0,11,118,-,
ligt3,"4,55","3,29","6,82",-,"-7,71%",ON,"0,000",6,"1,87","1,87",474.802,2.468.970,28,2.847.656.000,"0,0000","0,0000","0,00%","0,0000","0,00%",23.834.033.000,5.610.473.000,11.795.487.000,2.399.439.000,9.396.048.000,1.695.126.724,11.091.174.724,Novo Mercado,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,13.824,54,696,13.074,-,
linx3,"37,40",-,-,-,-%,ON,"0,000",0,"0,58","0,58",2.300,0,6,1.619.007.000,"0,0000","0,0000","0,00%","0,0000","0,00%",2.580.928.000,1.112.445.000,361.814.000,585.024.000,-223.210.000,7.083.895.104,6.860.685.104,,--%,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,1,0,1,0,-,
lipr3,"47,50","47,18","71,42","0,81","-31,70%",ON,"0,000",0,"2,00","2,00",10,0,1,234.462.000,"2,3685","0,3862","83,70%","0,0000","83,70%",239.160.000,71.741.000,0,68.316.000,-68.316.000,558.832.228,490.516.228,,"2,44%",Utilidade Pública,Energia Elétrica,Energia Elétrica,28.488,0,225,28.263,-,
ljqq3,"2,82","2,71","6,25","5,98","-42,09%",ON,"0,000",61,"0,18","0,18",1.209.273,6.941.227,109,563.969.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.655.075.000,2.598.365.000,570.230.000,652.604.000,-82.374.000,550.105.045,467.731.045,Novo Mercado,"96,18%",Consumo Cíclico,Comércio,Produtos Diversos,24.853,174,176,24.503,-,
llis3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logg3,"20,72","19,58","24,78","3,37","-7,00%",ON,"0,000",4,"0,06","0,06",68.118,1.574.888,18,3.715.336.000,"0,9178","0,6976","23,99%","0,0000","23,99%",6.687.441.000,1.229.407.000,1.954.048.000,404.091.000,1.549.957.000,1.820.441.671,3.370.398.671,Novo Mercado,"52,95%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,17.240,148,244,16.848,-,
logn3,"20,34","20,34","48,04",-,"-57,66%",ON,"0,000",0,"1,11","1,11",9.632,363.030,12,935.363.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.741.538.000,1.000.876.000,1.674.223.000,349.724.000,1.324.499.000,2.182.613.925,3.507.112.925,Novo Mercado,"24,46%",Bens Industriais,Transporte,Transporte Hidroviário,8.511,150,76,8.285,-,
lpsb3,"1,75","1,55","2,51","2,32","-18,98%",ON,"0,000",0,"3,49","3,49",5.901,13.159,4,228.305.000,"0,0207","0,0406","96,38%","0,0000","96,38%",397.116.000,109.102.000,0,65.067.000,-65.067.000,258.220.604,193.153.604,Novo Mercado,"70,66%",Financeiro e Outros,Exploração de Imóveis,Intermediação Imobiliária,15.590,31,116,15.443,-,
lren3,"16,24","12,02","19,20","3,98","2,92%",ON,"0,759",264,"0,95","0,95",4.127.593,67.444.870,438,10.394.696.000,"0,5422","0,4750","12,40%","0,0000","12,40%",19.171.858.000,11.223.346.000,1.186.085.000,2.579.601.000,-1.393.516.000,15.642.806.366,14.249.290.366,Novo Mercado,"99,20%",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,146.836,1.791,996,144.049,-,
ltel3b,"86,61",-,-,"1,71",-%,ON,"0,000",0,"0,00","0,00",0,0,0,3.757.834.000,"2,1519","1,4840","31,04%","0,0000","31,04%",3.767.928.000,51.831.000,0,24.744.000,-24.744.000,18.664.056.854,18.639.312.854,,"19,38%",Materiais Básicos,Mineração,Minerais Metálicos,4,1,3,0,-,
lupa3,"1,39","1,32","2,37",-,"-35,65%",ON,"0,000",0,"4,36","4,36",61.999,115.318,11,132.143.000,"0,0000","0,0000","0,00%","0,0000","0,00%",472.162.000,136.092.000,153.514.000,9.181.000,144.333.000,58.560.309,202.893.309,Novo Mercado,"81,76%",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços,10.622,31,90,10.501,-,
luxm3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,127.589.000,"0,0000","0,2022","0,00%","0,0000","0,00%",175.874.000,22.533.000,1.714.000,9.140.000,-7.426.000,139.104.000,131.678.000,,"30,53%",Bens Industriais,Transporte,Transporte Hidroviário,271,10,5,256,-,
luxm4,"12,00","0,00","15,77","1,85","-23,86%",PN,"0,000",0,"5,00","5,00",100,1.579,1,127.589.000,"0,0000","0,2224","0,00%","0,0000","0,00%",175.874.000,22.533.000,1.714.000,9.140.000,-7.426.000,139.104.000,131.678.000,,"30,53%",Bens Industriais,Transporte,Transporte Hidroviário,271,10,5,256,-,
lvtc3,"3,21","3,19","4,40",-,"-23,57%",ON,"0,000",0,"5,48","5,48",200,760,2,653.675.000,"0,0136","0,0000","100,00%","0,0000","100,00%",1.394.919.000,507.013.000,0,52.768.000,-52.768.000,207.568.432,154.800.432,Novo Mercado,"32,77%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,8.302,7,180,8.115,-,
lwsa3,"4,11","3,90","6,30","1,74","-32,51%",ON,"0,088",137,"0,11","0,11",1.848.868,11.111.697,267,2.891.704.000,"0,0524","0,0716","36,68%","0,0000","36,68%",4.087.430.000,1.421.422.000,73.161.000,565.831.000,-492.670.000,2.313.463.425,1.820.793.425,Novo Mercado,"69,22%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,62.101,729,1.000,60.372,-,
magg3,"59,40",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,2.246.130.000,,,%,,%,6.749.558.000,2.585.887.000,2.323.359.000,612.106.000,1.711.253.000,-,-,,--%,Materiais Básicos,Materiais Diversos,Materiais Diversos,4.780,175,681,3.924,-,
mapt3,"4,21","4,20","38,00",-,"-88,92%",ON,"0,000",0,"5,00","5,00",50,0,2,-6.399.000,"0,0000","0,0000","0,00%","0,0000","0,00%",773.000,0,0,0,0,4.235.456,4.235.456,,"3,88%",Financeiro e Outros,Outros,Outros,606,0,29,577,-,
mapt4,"5,00","4,40","40,00",-,"-37,50%",PN,"0,000",0,"12,00","12,00",2,38,1,-6.399.000,"0,0000","0,0000","0,00%","0,0000","0,00%",773.000,0,0,0,0,4.235.456,4.235.456,,"3,88%",Financeiro e Outros,Outros,Outros,606,0,29,577,-,
matd3,"4,21","4,07","8,45","1,78","-44,90%",ON,"0,000",0,"14,17","14,17",239.718,1.447.897,17,1.551.977.000,"0,0643","0,0749","16,34%","0,0000","16,34%",4.928.878.000,2.113.896.000,1.440.682.000,324.581.000,1.116.101.000,1.471.359.032,2.587.460.032,Novo Mercado,"21,86%",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,5.081,271,51,4.759,-,
mbly3,"2,13","1,83","3,08",-,"-8,97%",ON,"0,000",1,"11,33","11,33",281.480,591.108,15,412.502.000,,,%,,%,665.990.000,322.379.000,16.140.000,20.937.000,-4.797.000,226.823.496,222.026.496,Novo Mercado,"41,77%",Consumo Cíclico,Comércio,Produtos Diversos,4.982,108,31,4.843,-,
mdia3,"22,56","22,56","41,52","2,93","-35,60%",ON,"0,000",68,"0,20","0,20",25.266,983.100,18,7.849.491.000,"0,1500","0,1800","20,00%","0,0600","60,00%",12.690.465.000,6.024.382.000,2.142.124.000,2.102.154.000,39.970.000,7.647.840.000,7.687.810.000,Novo Mercado,"19,58%",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,79.303,148,365,78.790,-,
mdne3,"14,33","10,13","16,51","4,54","21,03%",ON,"0,000",0,"18,67","18,67",9.100,111.839,3,1.553.807.000,"0,0000","0,6500","0,00%","0,0000","0,00%",3.982.607.000,1.847.843.000,479.688.000,415.366.000,64.322.000,1.216.751.344,1.281.073.344,Novo Mercado,"62,87%",Consumo Cíclico,Construção Civil,Incorporações,6.171,150,193,5.828,-,
meal3,"1,29","1,22","2,28",-,"-33,16%",ON,"0,000",10,"1,69","1,69",18.384,31.437,13,1.056.910.000,"0,0000","0,0000","0,00%","0,0000","0,00%",2.680.698.000,473.986.000,526.540.000,188.887.000,337.653.000,369.416.694,707.069.694,Novo Mercado,"98,18%",Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares,41.751,349,1,41.401,-,
mega3,"9,62","7,60","11,71",-,"-3,22%",ON,"0,000",4,"18,19","18,19",934.931,8.788.351,45,5.339.173.000,,,%,,%,19.897.816.000,2.764.536.000,11.725.477.000,1.253.253.000,10.472.224.000,4.209.658.559,14.681.882.559,Novo Mercado,"67,07%",Utilidade Pública,Energia Elétrica,Energia Elétrica,9.572,350,84,9.138,-,
melk3,"3,69","3,35","4,77","7,87","-6,11%",ON,"0,000",0,"5,93","5,93",1.700,8.126,3,1.206.095.000,"0,4743","0,2043","56,93%","0,0000","56,93%",2.520.083.000,2.072.871.000,343.787.000,512.261.000,-168.474.000,761.133.868,592.659.868,Novo Mercado,"73,77%",Consumo Cíclico,Construção Civil,Incorporações,8.247,94,77,8.076,-,
merc3,"14,80","0,00","14,80",-,-%,ON,"0,000",0,"2,00","2,00",5,138,1,259.250.000,"0,0000","0,0000","0,00%","0,0000","0,00%",521.031.000,1.301.000,-,1.301.000,-,221.131.477,221.131.477,,"10,68%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,1.211,8,111,1.092,-,
merc4,"9,00","0,00","11,41",-,"35,14%",PN,"0,000",0,"5,00","5,00",21,197,1,259.250.000,"0,4500","0,0000","100,00%","0,0000","100,00%",521.031.000,1.301.000,-,1.301.000,-,221.131.477,221.131.477,,"10,68%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,1.211,8,111,1.092,-,
mgel3,"74,10","0,00","74,10",-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,23.116.000,"0,0000","0,0000","0,00%","0,0000","0,00%",759.194.000,378.792.000,635.793.000,67.826.000,567.967.000,179.566.086,747.533.086,,"49,03%",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,1.337,9,17,1.311,-,
mgel4,"7,10","7,10","18,77",-,"-49,25%",PN,"0,000",0,"10,00","10,00",9,144,1,23.116.000,"0,0000","0,0000","0,00%","0,0000","0,00%",759.194.000,378.792.000,635.793.000,67.826.000,567.967.000,179.566.086,747.533.086,,"49,03%",Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,1.337,9,17,1.311,-,
mglu3,"9,81","8,86","25,30",-,"-51,44%",ON,"0,176",604,"20,73","20,73",34.668.610,63.096.870,642,11.064.887.000,"0,0000","0,0000","0,00%","0,0000","0,00%",35.703.868.000,17.745.212.000,4.842.141.000,1.807.690.000,3.034.451.000,7.249.543.383,10.283.994.383,Novo Mercado,"47,83%",Consumo Cíclico,Comércio,Eletrodomésticos,582.990,924,2.405,579.661,-,
mils3,"9,99","9,85","13,56","4,66","-19,04%",ON,"0,000",26,"0,48","0,48",293.750,3.992.063,17,1.463.109.000,"0,2273","0,3945","73,58%","0,0000","73,58%",3.588.241.000,1.279.148.000,1.652.223.000,675.280.000,976.943.000,2.389.263.595,3.366.206.595,Novo Mercado,"73,15%",Bens Industriais,Serviços,Serviços Diversos,15.276,309,333,14.634,-,
mlas3,"1,41","1,36","2,60",-,"-37,05%",ON,"0,000",9,"0,10","0,10",693.633,1.477.438,24,3.089.553.000,"0,0000","0,0000","0,00%","0,0000","0,00%",5.137.095.000,3.746.034.000,625.086.000,739.899.000,-114.813.000,1.173.371.092,1.058.558.092,Novo Mercado,"47,07%",Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos,21.721,245,182,21.294,-,
mmaq3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,270.059.000,"250,3399","157,8739","36,94%","0,0000","36,94%",577.358.000,476.612.000,186.856.000,56.404.000,130.452.000,-,-,,"12,97%",Bens Industriais,Comércio,Material de Transporte,1.156,0,173,983,-,
mmaq4,"49,73",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,270.059.000,"250,3399","0,0000","100,00%","0,0000","100,00%",577.358.000,476.612.000,186.856.000,56.404.000,130.452.000,-,-,,"12,97%",Bens Industriais,Comércio,Material de Transporte,1.156,0,173,983,-,
mmxm3,"14,00",-,-,-,-%,ON,"0,000",0,"6,00","6,00",1,0,1,-842.661.000,"0,0000","0,0000","0,00%","0,0000","0,00%",128.006.000,7.224.000,269.958.000,287.000,269.671.000,90.834.562,360.505.562,Novo Mercado,--%,Materiais Básicos,Mineração,Minerais Metálicos,12.456,63,149,12.244,-,
