Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
KEPL3,KEPLER WEBER,KEPLER WEBER S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Indústria e comércio de produtos e matérias primas relacionadas a metalurgia. importação e exportação. prestação de serviços. comércio de produtos destinados a agroindústria.,KEPL3,10/12/2024,ON,"R$ 9,90",1 Ação,"R$ 7,48 M",ITR - 30/09/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,"AGFS, GPTW, IBRA, IDIV, IGC, IGCT, IGNM, INDX, ITAG, SMLL","7,33","2,36","1,08","6,40","7,73","1,15","5,48","3,10","-8,01","5,14","4,59","1,01","6,01","7,26","1,08","R$ 1,78 B","R$ 1,67 B",30/09/2024,"R$ 9,90",10/12/2024,"8,53%","R$ 439,05 M","R$ 131,09 M","R$ 83,09 M","- R$ 9,82 M","R$ 92,92 M","R$ 59,64 M","R$ 0,33","R$ 8,54","R$ 11,38","1,71%","-0,09%","12,00%","5,81%","117,00%","29,43%","165,76%","27,66%","364,32%","35,90%","R$ 9,31 M","40,78%","37,13%","61,79%","56,25%","35,62%","17,57%","30,43%","14,72%","19,70%","22,06%","1,19","2,06","1,06","-0,30","R$ 427,07 M","R$ 1,55 B","R$ 94,49 M","R$ 223,50 M","R$ 317,99 M","- R$ 109,08 M","R$ 754,48 M","R$ 4,20",179.720.000,0,179.720.000,5.450.000,0,5.450.000,174.270.000,0,174.270.000,"R$ 31,47 M","R$ 24,34 M","- R$ 77,19 M","- R$ 21,38 M","- R$ 10,58 M","R$ 20,89 M","- R$ 47,88 M","R$ 230,02 M",,,,,,,,,
KLAS3,KALLAS,KALLAS INCORPORACOES E CONSTRUCOES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,(a) incorporação. construção e comercialização de empreendimentos imobiliários de qualquer natureza; (b) locação de imóveis próprios ou de terceiros; (c) participação em outras sociedades.,KLAS3,NA,,NA,NA,NA,ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLBN11,KLABIN S/A,KLABIN S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Empresa brasileira de base florestal. Produtora de papéis e cartões para embalagens. embalagens de papelão ondulado e sacos industriais. além de ser recicladora e produtora de toras para serrarias.,KLBN11,10/12/2024,UNT,"R$ 23,15",1 Ação,"R$ 77,93 M",ITR - 30/09/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,"AGFS, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IDIV, IGC, IGCT, IMAT, INDX, ISE, ITAG, IVBX, MLCX","13,86","2,86","1,52","3,09","3,91","0,49","7,00","3,57","-0,70","14,33","7,43","3,10","6,31","8,01","0,99","R$ 28,78 B","R$ 58,56 B",30/09/2024,"R$ 23,15",10/12/2024,"5,43%","R$ 5,00 B","R$ 1,94 B","R$ 1,22 B","- R$ 1,01 B","R$ 2,23 B","R$ 718,59 M","R$ 0,12","R$ 17,83","R$ 23,38","23,66%","30,49%","36,03%","16,58%","20,15%","6,30%","31,17%","7,01%","73,14%","11,59%","R$ 102,91 M","6,52%","7,94%","9,87%","12,03%","18,49%","3,99%","35,44%","10,93%","21,64%","41,74%","0,37","5,91","4,91","3,78","R$ 6,67 B","R$ 58,99 B","R$ 1,62 B","R$ 34,82 B","R$ 36,44 B","R$ 29,77 B","R$ 9,99 B","R$ 1,62",2.289.901.455,3.889.780.576,6.179.682.031,20.067.009,80.268.130,100.335.139,2.269.834.446,3.809.512.446,6.079.346.892,"R$ 2,15 B","- R$ 7,06 B","- R$ 324,63 M","- R$ 5,24 B","- R$ 482,74 M","R$ 1,67 B","- R$ 1,96 B","R$ 7,31 B",,,,,,,,,
KLBN3,KLABIN S/A,KLABIN S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Empresa brasileira de base florestal. Produtora de papéis e cartões para embalagens. embalagens de papelão ondulado e sacos industriais. além de ser recicladora e produtora de toras para serrarias.,KLBN3,10/12/2024,ON,"R$ 4,79",1 Ação,"R$ 1,47 M",ITR - 30/09/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,-,"14,34","2,96","1,57","3,19","4,05","0,50","7,25","3,69","-0,72","14,33","7,43","3,10","6,31","8,01","0,99","R$ 28,78 B","R$ 58,56 B",30/09/2024,"R$ 4,79",10/12/2024,"5,25%","R$ 5,00 B","R$ 1,94 B","R$ 1,22 B","- R$ 1,01 B","R$ 2,23 B","R$ 718,59 M","R$ 0,12","R$ 3,61","R$ 4,83","27,80%","33,62%","42,08%","19,14%","1,62%","0,54%","33,09%","7,40%","56,15%","9,31%","R$ 1,29 M","6,52%","7,94%","9,87%","12,03%","18,49%","3,99%","35,44%","10,93%","21,64%","41,74%","0,37","5,91","4,91","3,78","R$ 6,67 B","R$ 58,99 B","R$ 1,62 B","R$ 34,82 B","R$ 36,44 B","R$ 29,77 B","R$ 9,99 B","R$ 1,62",2.289.901.455,3.889.780.576,6.179.682.031,20.067.009,80.268.130,100.335.139,2.269.834.446,3.809.512.446,6.079.346.892,"R$ 2,15 B","- R$ 7,06 B","- R$ 324,63 M","- R$ 5,24 B","- R$ 482,74 M","R$ 1,67 B","- R$ 1,96 B","R$ 7,31 B",,,,,,,,,
KLBN4,KLABIN S/A,KLABIN S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Empresa brasileira de base florestal. Produtora de papéis e cartões para embalagens. embalagens de papelão ondulado e sacos industriais. além de ser recicladora e produtora de toras para serrarias.,KLBN4,10/12/2024,PN,"R$ 4,58",1 Ação,"R$ 4,67 M",ITR - 30/09/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,-,"13,71","2,83","1,50","3,05","3,87","0,48","6,93","3,53","-0,69","14,33","7,43","3,10","6,31","8,01","0,99","R$ 28,78 B","R$ 58,56 B",30/09/2024,"R$ 4,58",10/12/2024,"5,49%","R$ 5,00 B","R$ 1,94 B","R$ 1,22 B","- R$ 1,01 B","R$ 2,23 B","R$ 718,59 M","R$ 0,12","R$ 3,57","R$ 4,67","21,91%","29,31%","33,65%","15,56%","26,03%","8,01%","30,34%","6,84%","75,91%","11,95%","R$ 5,68 M","6,52%","7,94%","9,87%","12,03%","18,49%","3,99%","35,44%","10,93%","21,64%","41,74%","0,37","5,91","4,91","3,78","R$ 6,67 B","R$ 58,99 B","R$ 1,62 B","R$ 34,82 B","R$ 36,44 B","R$ 29,77 B","R$ 9,99 B","R$ 1,62",2.289.901.455,3.889.780.576,6.179.682.031,20.067.009,80.268.130,100.335.139,2.269.834.446,3.809.512.446,6.079.346.892,"R$ 2,15 B","- R$ 7,06 B","- R$ 324,63 M","- R$ 5,24 B","- R$ 482,74 M","R$ 1,67 B","- R$ 1,96 B","R$ 7,31 B",,,,,,,,,
KRSA3,KORA SAUDE,KORA SAÚDE PARTICIPAÇÕES S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Holding de instituições não financeiras com fim a prestação de serviços de atenção a saúde humana. limpeza. planos de saúde. bem como outras atividades secundárias como aluguel de imóveis.,KRSA3,10/12/2024,ON,"R$ 6,88",1 Ação,"R$ 287,16 mil",ITR - 30/09/2024,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,-,"-5,82","0,58","0,23","8,25","185,00","0,11","1,81","1,45","-0,15","10,75","6,94","1,39","48,98","1.098,99","0,67","R$ 532,06 M","R$ 3,16 B",30/09/2024,"R$ 6,88",10/12/2024,"0,00%","R$ 564,07 M","R$ 102,78 M","R$ 60,53 M","- R$ 39,41 M","R$ 99,94 M","- R$ 25,98 M","- R$ 0,03","R$ 4,24","R$ 14,00","-46,25%","-38,57%","-43,61%","-24,85%","-83,66%","-45,30%",-,-,-,-,"R$ 260,76 mil","8,64%","5,99%","13,09%","9,08%","-9,02%","-1,92%","20,00%","-4,02%","12,91%","20,00%","0,48","5,15","4,15","5,77","R$ 173,10 M","R$ 4,72 B","R$ 452,47 M","R$ 2,35 B","R$ 2,80 B","R$ 2,63 B","R$ 917,00 M","R$ 1,19",773.348.000,0,773.348.000,4.307.000,0,4.307.000,769.041.000,0,769.041.000,"- R$ 1,27 M","- R$ 60,63 M","R$ 6,97 M","- R$ 54,93 M","- R$ 18,40 M","- R$ 19,67 M","- R$ 61,65 M","R$ 2,88 M",,,,,,,,,
LAND3,TERRASANTAPA,TERRA SANTA PROPRIEDADES AGRICOLAS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Aquisição. administração e arrendamento de propriedades rurais com potencial de geração de valor por meio da valorização de terras e da receita de arrendamento das mesmas.,LAND3,10/12/2024,ON,"R$ 13,50",1 Ação,"R$ 241,95 mil",ITR - 30/09/2024,Consumo não Cíclico,Agropecuária,Agricultura,"IGC, IGNM, ITAG","48,64","1,79","18,21","45,05","41,63","1,40","30,34","-37,62","-5,56","32,25","29,79","19,36","47,89","44,26","1,49","R$ 1,30 B","R$ 1,38 B",30/09/2024,"R$ 13,50",10/12/2024,"0,64%","R$ 17,95 M","R$ 16,77 M","R$ 11,37 M","- R$ 840,00 mil","R$ 12,21 M","R$ 7,37 M","R$ 0,08","R$ 10,86","R$ 18,59","-16,53%","-15,91%","-50,79%","-29,79%","-32,37%","-12,21%",-,-,-,-,"R$ 590,59 mil","3,12%","3,49%","4,73%","5,29%","3,77%","2,89%","93,21%","37,44%","60,03%","64,99%","0,08","1,27","0,27","1,77","R$ 10,19 M","R$ 926,71 M","R$ 49,81 M","R$ 42,41 M","R$ 92,22 M","R$ 82,03 M","R$ 727,52 M","R$ 7,56",96.227.000,0,96.227.000,20.000,0,20.000,96.207.000,0,96.207.000,"- R$ 13,68 M","R$ 2,56 M","- R$ 368,00 mil","- R$ 11,49 M","R$ 2,56 M","- R$ 11,12 M","R$ 2,37 M","R$ 31,21 M",,,,,,,,,
LAVV3,LAVVI,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporadora Imobiliária,LAVV3,10/12/2024,ON,"R$ 8,12",1 Ação,"R$ 3,14 M",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBRA, ICON, IDIV, IGC, IGCT, IGNM, IMOB, ITAG, SMLL","5,21","1,12","1,32","-10,76","-10,42","0,60","5,10","0,94","3,67","6,45","6,43","1,67","-13,63","-13,19","0,75","R$ 1,62 B","R$ 2,05 B",30/09/2024,"R$ 8,12",10/12/2024,"12,22%","R$ 393,52 M","R$ 127,78 M","R$ 92,48 M","- R$ 254,00 mil","R$ 92,73 M","R$ 86,58 M","R$ 0,43","R$ 6,93","R$ 9,11","2,10%","16,67%","96,89%","40,19%","98,21%","25,59%","31,32%","7,04%",-,-,"R$ 5,16 M","11,93%","14,70%","18,08%","22,27%","24,64%","14,13%","33,05%","25,27%","25,85%","25,95%","0,56","1,89","0,89","1,35","R$ 34,23 M","R$ 2,72 B","R$ 18,89 M","R$ 446,89 M","R$ 465,77 M","R$ 431,55 M","R$ 1,44 B","R$ 7,22",199.534.352,0,199.534.352,4.100.000,0,4.100.000,195.434.352,0,195.434.352,"- R$ 725,00 mil","R$ 49,93 M","- R$ 48,69 M","R$ 515,00 mil","R$ 1,44 M","R$ 714,00 mil","- R$ 5,02 M","- R$ 155,55 M",,,,,,,,,
LEVE3,METAL LEVE,MAHLE-METAL LEVE S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Industria e comércio de peças e componentes para motores a combustão,LEVE3,10/12/2024,ON,"R$ 27,59",1 Ação,"R$ 10,18 M",ITR - 30/09/2024,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas,"IBRA, ICON, IDIV, IGC, IGCT, IGNM, INDX, ITAG, SMLL","6,39","3,37","0,88","6,07","7,32","1,14","4,48","3,30","-3,63","5,27","4,70","1,03","7,14","8,60","1,34","R$ 3,74 B","R$ 4,39 B",30/09/2024,"R$ 27,59",10/12/2024,"8,48%","R$ 1,15 B","R$ 355,02 M","R$ 241,06 M","- R$ 25,30 M","R$ 266,36 M","R$ 141,75 M","R$ 1,05","R$ 26,45","R$ 34,61","-13,75%","-10,73%","38,09%","17,46%","53,17%","15,26%","145,30%","25,13%","101,82%","15,06%","R$ 11,28 M","34,91%","32,74%","52,90%","49,60%","37,29%","18,57%","29,73%","13,74%","19,60%","21,97%","1,35","2,95","1,95","0,70","R$ 370,24 M","R$ 3,27 B","R$ 151,51 M","R$ 873,09 M","R$ 1,02 B","R$ 654,36 M","R$ 1,11 B","R$ 8,18",135.539.000,0,135.539.000,0,0,0,135.539.000,0,135.539.000,"R$ 150,82 M","R$ 14,50 M","- R$ 31,48 M","R$ 131,87 M","- R$ 26,18 M","R$ 124,63 M","- R$ 104,66 M","R$ 510,98 M",,,,,,,,,
LIGT3,LIGHT S/A,LIGHT S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Novo Mercado,Participação em sociedades p/ exploração serviços de energia elétrica,LIGT3,10/12/2024,ON,"R$ 4,34",1 Ação,"R$ 1,93 M",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"-8,01","0,57","0,11","1,04","1,13","0,07","1,24","-0,17","-0,05","10,27","6,25","0,93","8,64","9,36","0,56","R$ 1,62 B","R$ 13,39 B",30/09/2024,"R$ 4,34",10/12/2024,"0,00%","R$ 3,72 B","R$ 591,37 M","R$ 303,12 M","- R$ 214,93 M","R$ 518,05 M","R$ 157,55 M","R$ 0,42","R$ 3,99","R$ 8,28","-41,19%","-31,00%","-11,07%","-5,68%","-60,86%","-26,83%","-80,24%","-33,31%","-78,95%","-26,75%","R$ 4,10 M","5,23%","6,34%","7,92%","9,61%","-6,62%","-0,86%","17,03%","-1,40%","9,04%","14,86%","0,62","8,37","7,37","5,49","R$ 18,77 M","R$ 23,83 B","R$ 11,08 B","R$ 712,13 M","R$ 11,80 B","R$ 11,78 B","R$ 2,85 B","R$ 7,64",372.555.324,0,372.555.324,0,0,0,372.555.324,0,372.555.324,"R$ 68,03 M","R$ 121,25 M","- R$ 247,46 M","- R$ 58,18 M","- R$ 30,85 M","R$ 37,18 M","- R$ 118,66 M","R$ 1,43 B",,,,,,,,,
LIPR3,ELETROPAR,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,A ELETROPAR tem por objeto social principal a participação no capital social da ELETROPAULO - Eletricidade de São Paulo S.A.. concessionária de serviços pub. de energia elét.. e de outras sociedades.,LIPR3,09/12/2024,ON,"R$ 42,00",1 Ação,"R$ 4,20 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"20,60","2,11","0,00","-2.906,62","-3.107,71","2,07","22,78","6,97","7,46","22,77","22,77","0,00","-2.905,88","-3.106,92","2,07","R$ 494,13 M","R$ 494,00 M",30/09/2024,"R$ 42,00",09/12/2024,"0,93%","R$ 0,00","R$ 0,00","R$ 6,66 M","R$ 0,00","R$ 6,66 M","R$ 8,32 M","R$ 0,71","R$ 38,00","R$ 71,43","-41,19%","-39,62%","-37,39%","-20,85%","-35,54%","-13,59%","-37,44%","-11,04%","-38,28%","-9,16%","R$ 749,23","6,52%","6,64%","9,88%","10,06%","11,12%","10,54%","0,00%","0,00%","0,00%","0,00%","0,00","1,02","0,02","-0,01","R$ 125,00 mil","R$ 239,16 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 125,00 mil","R$ 234,46 M","R$ 19,93",11.764.889,0,11.764.889,0,0,0,11.764.889,0,11.764.889,"- R$ 5,04 M","R$ 183,00 mil","R$ 4,55 M","- R$ 303,00 mil","R$ 0,00","- R$ 5,04 M","R$ 11,00 mil","- R$ 159,00 mil",,,,,,,,,
LJQQ3,QUERO-QUERO,LOJAS QUERO-QUERO S/A,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio varejista especializado em material de construção. eletrodomésticos e móveis.,LJQQ3,10/12/2024,ON,"R$ 2,67",1 Ação,"R$ 8,54 M",ITR - 30/09/2024,Consumo Cíclico,Comércio,Produtos Diversos,"IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","9,64","0,92","0,20","1,79","2,07","0,14","3,67","0,48","-0,26","4,29","2,25","0,23","2,09","2,42","0,17","R$ 520,84 M","R$ 608,76 M",30/09/2024,"R$ 2,67",10/12/2024,"6,32%","R$ 712,27 M","R$ 243,33 M","R$ 25,31 M","- R$ 33,17 M","R$ 58,49 M","- R$ 3,68 M","- R$ 0,02","R$ 2,54","R$ 6,29","-53,89%","-50,83%","-37,07%","-20,62%","-74,57%","-36,62%","-81,99%","-34,83%",-,-,"R$ 13,56 M","5,44%","15,77%","8,24%","23,90%","10,73%","1,77%","34,73%","2,08%","5,47%","10,43%","0,85","6,48","5,48","0,33","R$ 482,32 M","R$ 3,66 B","R$ 179,48 M","R$ 390,75 M","R$ 570,23 M","R$ 87,91 M","R$ 563,97 M","R$ 2,89",195.073.000,0,195.073.000,0,0,0,195.073.000,0,195.073.000,"- R$ 59,33 M","- R$ 17,53 M","- R$ 72,01 M","- R$ 148,87 M","- R$ 12,88 M","- R$ 72,21 M","- R$ 39,96 M","R$ 251,80 M",,,,,,,,,
LLBI3,LE BISCUIT,CVLB BRASIL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,LLBI3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Consumo Cíclico,Comércio,Produtos Diversos,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 0,00",//0,"0,00%","R$ 485,62 M","R$ 195,18 M","R$ 20,43 M","- R$ 55,61 M","R$ 76,04 M","- R$ 52,29 M","- R$ 0,42",,,,,,,,,,,,,,"11,40%","12,02%","17,27%","18,22%","-17,31%","-2,46%","38,41%","-2,73%","8,73%","18,49%","0,90","8,68","7,68","1,73","R$ 39,93 M","R$ 2,72 B","R$ 240,08 M","R$ 548,97 M","R$ 789,05 M","R$ 749,12 M","R$ 313,74 M","R$ 2,49",125.911.213,0,125.911.213,0,0,0,125.911.213,0,125.911.213,"R$ 10,13 M","R$ 13,87 M","R$ 419,00 mil","R$ 24,42 M","- R$ 718,00 mil","R$ 9,41 M","- R$ 10,33 M","R$ 122,40 M",,,,,,,,,
LMED3,LIFEMED,LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.,ATIVO,FASE OPERACIONAL,Bovespa Mais,Fabricação de instrumentos não eletronicos e utensilios para uso médico. odontológico e de laboratório;,LMED3,NA,ON,NA,NA,NA,ITR - 30/09/2024,Saúde,Equipamentos,Equipamentos,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,NA,NA,NA,NA,NA,NA,30/09/2024,"R$ 0,00",//0,"0,00%","R$ 33,76 M","R$ 15,53 M","R$ 2,74 M","- R$ 3,66 M","R$ 6,40 M","- R$ 2,43 M","- R$ 0,94",,,,,,,,,,,,,,"2,73%","2,69%","4,13%","4,08%","-6,86%","-3,09%","47,49%","-10,08%","10,91%","24,32%","0,31","2,02","1,02","3,66","R$ 316,00 mil","R$ 300,61 M","R$ 34,33 M","R$ 63,22 M","R$ 97,55 M","R$ 97,24 M","R$ 149,17 M","R$ 57,90",2.576.438,0,2.576.438,0,0,0,2.576.438,0,2.576.438,"R$ 13,20 M","- R$ 19,67 M","R$ 6,67 M","R$ 197,00 mil","- R$ 10,40 M","R$ 2,80 M","- R$ 34,27 M","R$ 66,98 M",,,,,,,,,
LOGG3,LOG COM PROP,LOG COMMERCIAL PROPERTIES,ATIVO,FASE OPERACIONAL,Novo Mercado,Administração de bens próprios. prestação de serviços de engenharia e construção.Incorporação. construção comercialização e locação de imóveis.Participação em outras sociedades como sócia ou acionista,LOGG3,10/12/2024,ON,"R$ 21,86",1 Ação,"R$ 14,01 M",ITR - 30/09/2024,Financeiro,Exploração de Imóveis,Exploração de Imóveis,"IBRA, IGC, IGCT, IGNM, IMOB, ITAG, SMLL","6,05","0,52","9,08","14,19",NA,"0,29","4,69","5,00","-0,74","8,48","8,37","16,41","25,63",NA,"0,52","R$ 1,92 B","R$ 3,47 B",30/09/2024,"R$ 21,86",10/12/2024,"3,19%","R$ 56,58 M","R$ 55,33 M","R$ 134,56 M","- R$ 1,59 M","R$ 136,16 M","R$ 96,98 M","R$ 1,05","R$ 19,55","R$ 24,78","8,02%","-0,49%","37,89%","17,38%","-3,09%","-1,04%","-26,12%","-7,28%","-13,39%","-2,83%","R$ 8,44 M","4,97%","5,30%","7,54%","8,02%","8,60%","5,23%","97,54%","150,13%","193,56%","196,04%","0,03","1,80","0,80","3,74","R$ 404,09 M","R$ 6,69 B","R$ 292,36 M","R$ 1,66 B","R$ 1,95 B","R$ 1,55 B","R$ 3,72 B","R$ 40,10",92.659.000,0,92.659.000,2.113.000,0,2.113.000,90.546.000,0,90.546.000,"R$ 18,84 M","R$ 489,09 M","- R$ 324,02 M","R$ 183,91 M",NA,NA,NA,NA,,,,,,,,,
LOGN3,LOG-IN,LOG-IN LOGISTICA INTERMODAL S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,A Log-In oferece soluções logísticas integradas através do transporte marítimo em navios porta-contêineres. terminal portuário. terminais intermodais e transporte rodoviário de curta distância.,LOGN3,10/12/2024,ON,"R$ 19,83",1 Ação,"R$ 2,19 M",ITR - 30/09/2024,Bens Industriais,Transporte,Transporte Hidroviário,"IGC, IGNM, ITAG","-64,08","2,27","0,81","2,35","5,10","0,57","7,65","10,20","-0,82","12,51","6,38","1,33","3,84","8,35","0,93","R$ 2,13 B","R$ 3,48 B",30/09/2024,"R$ 19,83",10/12/2024,"0,00%","R$ 707,32 M","R$ 92,36 M","R$ 71,02 M","- R$ 76,47 M","R$ 147,80 M","- R$ 13,35 M","- R$ 0,12","R$ 19,70","R$ 44,86","-48,73%","-56,47%","-31,22%","-17,02%","-12,37%","-4,30%","15,29%","3,62%","19,24%","3,58%","R$ 1,70 M","7,32%","9,24%","11,09%","14,00%","-3,39%","-0,96%","14,46%","-1,27%","10,65%","20,88%","0,75","4,00","3,00","2,48","R$ 321,27 M","R$ 3,74 B","R$ 249,52 M","R$ 1,42 B","R$ 1,67 B","R$ 1,35 B","R$ 935,36 M","R$ 8,72",107.306.486,0,107.306.486,1.218.772,0,1.218.772,106.087.714,0,106.087.714,"R$ 344,70 M","- R$ 28,39 M","- R$ 267,27 M","R$ 49,04 M","- R$ 28,51 M","R$ 316,19 M","- R$ 489,74 M","R$ 416,99 M",,,,,,,,,
LPSB3,LOPES BRASIL,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Intermediação na compra. venda. permuta e locação de imóveis ou de direitos e obrigações a eles relativos.,LPSB3,10/12/2024,ON,"R$ 1,57",1 Ação,"R$ 156,07 mil",ITR - 30/09/2024,Financeiro,Exploração de Imóveis,Intermediação Imobiliária,"IGC, IGNM, ITAG","19,04","1,01","1,26","4,56","6,57","0,58","5,04","5,15","-1,87","4,09","2,88","1,02","3,70","5,33","0,47","R$ 231,66 M","R$ 188,07 M",30/09/2024,"R$ 1,57",10/12/2024,"2,59%","R$ 52,44 M","R$ 43,80 M","R$ 15,81 M","- R$ 4,90 M","R$ 20,70 M","R$ 5,55 M","R$ 0,04","R$ 1,55","R$ 2,52","-33,93%","-32,25%","-19,90%","-10,47%","-35,34%","-13,52%","-66,76%","-24,05%","-81,47%","-28,60%","R$ 282,61 mil","22,91%","15,49%","34,72%","23,47%","5,54%","3,07%","84,83%","6,61%","24,99%","35,51%","0,46","1,74","0,74","-0,67","R$ 43,59 M","R$ 397,12 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 43,59 M","R$ 228,31 M","R$ 1,55",147.555.000,0,147.555.000,10.267.000,0,10.267.000,137.288.000,0,137.288.000,"R$ 12,30 M","R$ 14,96 M","- R$ 5,66 M","R$ 21,60 M","- R$ 2,85 M","R$ 9,45 M","- R$ 15,50 M","R$ 35,27 M",,,,,,,,,
