Ticker,Valor atual,Min. 52 semanas,Máx. 52 semanas,Dividend Yield,Valorização (12m),Tipo,PART. IBOV,MERCADO DE OPÇÕES,TOMADOR (média),DOADOR (média),Nº DE AÇÕES ALUGADAS (dia),VOLUME (dia),Nº DE CONTRATOS,,Ano passado,Ano atual,Comparação,Provisionado,Comparação + Provisionado,Ativos,Ativo circulante,Dívida bruta,Disponibilidade,Dívida líquida,Valor de mercado,Valor de firma,Segmento de listagem,Free Float,Setor de Atuação,Subsetor de Atuação,Segmento de Atuação,Investidores,Institucional,Pessoa jurídica,Pessoa física,{helper},UNIT - Composição
cgas5,"133,99","88,32","134,00","16,60","30,07%",PNA,"0,000",0,"5,00","5,00",1.109,122.777,8,1.405.508.000,"3,3897","22,1780","554,27%","0,0000","554,27%",14.236.598.000,4.722.502.000,8.238.983.000,1.558.822.000,6.680.161.000,16.167.511.614,22.847.672.614,,"0,86%",Utilidade Pública,Gás,Gás,-,0,0,0,-,
cgra3,"26,00","23,03","26,37","9,88","7,13%",ON,"0,000",0,"5,00","5,00",164,4.338,3,934.112.000,"1,4278","1,2944","9,34%","0,0000","9,34%",1.273.335.000,550.112.000,0,174.969.000,-174.969.000,545.380.825,370.411.825,,"54,35%",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,7.466,69,27,7.370,-,
cgra4,"26,25","23,69","27,35","9,79","3,84%",PN,"0,000",0,"6,37","6,37",200,5.706,1,934.112.000,"1,4278","1,2944","9,34%","0,0000","9,34%",1.273.335.000,550.112.000,0,174.969.000,-174.969.000,545.380.825,370.411.825,,"54,35%",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,7.466,69,27,7.370,-,
ciel3,"5,83","4,35","5,83","3,74","33,72%",ON,"0,000",11,"2,68","2,68",3.864.504,20.829.677,138,12.380.426.000,"0,2170","0,1520","29,96%","0,0000","29,96%",100.348.602.000,89.266.384.000,3.612.595.000,1.039.298.000,2.573.297.000,15.839.031.806,18.412.328.806,,"33,17%",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos,186.550,291,1.292,184.967,-,
clsa3,"9,91","3,02","9,91",-,"160,10%",ON,"0,000",22,"1,38","1,38",628.093,3.196.993,38,697.085.000,,,%,,%,857.970.000,494.980.000,11.331.000,363.209.000,-351.878.000,1.862.347.255,1.510.469.255,Novo Mercado,"29,59%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,7.967,151,76,7.740,-,
clsc3,"75,00","58,78","78,19","7,31","27,59%",ON,"0,000",0,"5,00","5,00",100,6.339,2,3.354.439.000,"3,4469","3,3122","3,91%","0,0000","3,91%",12.436.105.000,3.491.325.000,3.140.391.000,605.891.000,2.534.500.000,3.015.465.820,5.549.965.820,Nível 2,"75,73%",Utilidade Pública,Energia Elétrica,Energia Elétrica,8.752,116,522,8.114,-,
clsc4,"80,32","60,81","84,53","6,80","32,08%",PN,"0,000",0,"5,00","5,00",194,13.095,2,3.354.439.000,"3,7916","3,0739","18,93%","0,5695","3,91%",12.436.105.000,3.491.325.000,3.140.391.000,605.891.000,2.534.500.000,3.015.465.820,5.549.965.820,Nível 2,"75,73%",Utilidade Pública,Energia Elétrica,Energia Elétrica,8.752,116,522,8.114,-,
cmig3,"14,76","9,36","15,50","12,40","39,91%",ON,"0,000",4,"2,45","2,45",678.657,9.731.941,89,28.060.032.000,"0,6897","1,2296","78,28%","0,0000","78,28%",63.006.898.000,16.272.739.000,14.134.273.000,6.621.236.000,7.513.037.000,35.857.547.824,43.370.584.824,Nível 1,"81,34%",Utilidade Pública,Energia Elétrica,Energia Elétrica,194.264,1.847,1.952,190.465,-,
cmig4,"11,41","7,63","12,13","16,04","48,96%",PN,"1,045",141,"0,02","0,02",10.088.673,127.117.280,1.093,28.060.032.000,"0,6897","1,2296","78,28%","0,0000","78,28%",63.006.898.000,16.272.739.000,14.134.273.000,6.621.236.000,7.513.037.000,35.857.547.824,43.370.584.824,Nível 1,"81,34%",Utilidade Pública,Energia Elétrica,Energia Elétrica,194.264,1.847,1.952,190.465,-,
cmin3,"5,52","4,32","7,13","14,82","-13,07%",ON,"0,301",145,"1,62","1,62",5.803.386,30.815.980,312,8.945.330.000,"0,6976","0,7387","5,90%","0,0000","5,90%",34.460.050.000,16.603.527.000,8.740.340.000,14.492.550.000,-5.752.210.000,30.279.070.369,24.526.860.369,Nível 2,"30,02%",Materiais Básicos,Mineração,Minerais Metálicos,125.537,1.489,1.495,122.553,-,
cmsa3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,17.048,,,%,,%,17.476,16.385,0,16.385,-16.385,0,-16.385,,--%,Financeiro e Outros,Outros,Outros,2,0,2,0,-,
cmsa4,"0,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,17.048,,,%,,%,17.476,16.385,0,16.385,-16.385,0,-16.385,,--%,Financeiro e Outros,Outros,Outros,2,0,2,0,-,
cnsy3,"30,22",-,-,-,-%,,"0,000",0,"0,00","0,00",0,0,0,-39.404.000,,,%,,%,174.172.000,22.719.000,166.712.000,6.357.000,160.355.000,935.885.084,1.096.240.084,,--%,Consumo Cíclico,Mídia,Produção e Difusão de Filmes e Programas,6,0,3,3,-,
coce3,"26,01","26,01","50,02","3,71","-41,09%",ON,"0,000",0,"5,00","5,00",6,282,1,5.043.904.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.710.980.000,2.803.689.000,5.396.609.000,162.165.000,5.234.444.000,1.969.611.834,7.204.055.834,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
coce5,"24,15","23,98","44,97","3,99","-43,88%",PNA,"0,000",0,"1,40","1,40",772,28.487,2,5.043.904.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.710.980.000,2.803.689.000,5.396.609.000,162.165.000,5.234.444.000,1.969.611.834,7.204.055.834,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
coce6,"12,83","12,83","12,83","7,52","0,00%",PNB,"0,000",0,"0,00","0,00",0,0,0,5.043.904.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.710.980.000,2.803.689.000,5.396.609.000,162.165.000,5.234.444.000,1.969.611.834,7.204.055.834,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
cogn3,"1,13","1,13","3,50",-,"-67,71%",ON,"0,103",337,"0,25","0,25",3.145.490,7.486.266,88,11.616.160.000,"0,0000","0,0000","0,00%","0,0000","0,00%",23.866.998.000,4.221.237.000,6.888.670.000,1.126.271.000,5.762.399.000,2.120.565.017,7.882.964.017,Novo Mercado,"99,78%",Consumo Cíclico,Diversos,Serviços Educacionais,226.264,571,859,224.834,-,
corr3,"2,71",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,4.665.000,"74,8669","0,0000","100,00%","0,0000","100,00%",16.138.000,12.142.000,0,12.014.000,-12.014.000,1.278.895,-10.735.105,,"72,66%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,297,2,19,276,-,
corr4,"82,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,4.665.000,"74,8669","0,0000","100,00%","0,0000","100,00%",16.138.000,12.142.000,0,12.014.000,-12.014.000,1.278.895,-10.735.105,,"72,66%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,297,2,19,276,-,
cpfe3,"32,09","30,74","35,68","8,58","-8,68%",ON,"0,296",82,"0,59","0,59",586.956,20.613.895,97,21.462.530.000,"2,8856","2,7540","4,56%","0,0000","4,56%",75.535.043.000,16.673.030.000,28.573.263.000,3.820.144.000,24.753.119.000,36.975.844.980,61.728.963.980,Novo Mercado,"16,29%",Utilidade Pública,Energia Elétrica,Energia Elétrica,48.872,906,4.916,43.050,-,
cple11,"50,12","39,79","50,12","3,28","16,69%",,"0,000",0,"0,01","0,01",167.100,0,23,25.493.448.000,"1,6417","0,0000","100,00%","0,0000","100,00%",56.553.810.000,14.948.050.000,16.227.629.000,7.586.518.000,8.641.111.000,26.176.699.396,34.817.810.396,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,1 ON (CPLE3)
cple3,"8,24","7,77","9,46","4,68","-5,61%",ON,"0,000",7,"0,17","0,17",106.054,930.094,23,25.493.448.000,"0,3040","0,3859","26,93%","0,0000","26,93%",56.553.810.000,14.948.050.000,16.227.629.000,7.586.518.000,8.641.111.000,26.176.699.396,34.817.810.396,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cple5,"10,50","10,50","23,81","5,00","-54,62%",PNA,"0,000",0,"15,00","15,00",5,0,1,25.493.448.000,"0,4169","0,5247","25,88%","0,0000","25,88%",56.553.810.000,14.948.050.000,16.227.629.000,7.586.518.000,8.641.111.000,26.176.699.396,34.817.810.396,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cple6,"9,19","8,69","10,54","4,62","-3,36%",PNB,"0,760",141,"0,03","0,03",12.658.074,124.049.125,782,25.493.448.000,"0,3344","0,4245","26,93%","0,0000","26,93%",56.553.810.000,14.948.050.000,16.227.629.000,7.586.518.000,8.641.111.000,26.176.699.396,34.817.810.396,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cpre3,"18,23",-,-,-,-%,ON,"0,000",0,"2,00","1,20",100,1.822,1,4.709.413.000,"0,0000","0,0000","0,00%","0,0000","0,00%",11.260.854.000,1.591.427.000,1.040.907.000,810.192.000,230.715.000,10.824.655.048,11.055.370.048,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,2,0,2,0,-,
crde3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crem3,"14,50",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,189.701.000,"0,0000","0,0000","0,00%","0,0000","0,00%",693.715.000,418.112.000,299.811.000,107.394.000,192.417.000,465.122.474,657.539.474,,--%,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,175,0,7,168,-,
crfb3,"5,89","5,89","13,90",-,"-49,57%",ON,"0,153",154,"59,11","59,11",6.818.575,94.778.193,386,19.842.000.000,"0,1478","0,0000","100,00%","0,0000","100,00%",88.593.000.000,40.097.000.000,22.287.000.000,3.980.000.000,18.307.000.000,12.422.344.028,30.729.344.028,Novo Mercado,"25,26%",Consumo não Cíclico,Comércio e Distribuição,Alimentos,16.624,743,365,15.516,-,
criv3,"6,98","5,61","6,98",-,"19,93%",ON,"0,000",0,"5,00","5,00",10,69,1,1.080.724.000,"0,0000","0,0000","0,00%","0,0000","0,00%",17.373.482.000,9.714.911.000,-,9.714.911.000,-,707.929.532,707.929.532,,"16,07%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,4.623,15,452,4.156,-,
criv4,"6,74","5,54","7,06",-,"18,87%",PN,"0,000",0,"5,00","5,00",2.900,19.401,1,1.080.724.000,"0,2370","0,0000","100,00%","0,0000","100,00%",17.373.482.000,9.714.911.000,-,9.714.911.000,-,707.929.532,707.929.532,,"16,07%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,4.623,15,452,4.156,-,
crpg3,"26,51","26,50","40,65","1,05","-34,78%",ON,"0,000",0,"3,00","3,00",1,0,1,428.693.000,"5,2477","0,2786","94,69%","0,0000","94,69%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,673.853.617,635.349.617,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
crpg5,"21,45","21,45","37,42","1,35","-41,44%",PNA,"0,000",0,"5,00","5,00",400,13.160,1,428.693.000,"5,2477","0,2895","94,48%","0,0000","94,48%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,673.853.617,635.349.617,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
crpg6,"21,48","20,99","37,16","1,30","-39,39%",PNB,"0,000",0,"5,00","5,00",100,3.578,1,428.693.000,"5,2477","0,2786","94,69%","0,0000","94,69%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,673.853.617,635.349.617,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
csab3,"30,50","30,00","31,00",-,"0,93%",ON,"0,000",0,"0,00","0,00",0,0,0,211.654.000,"0,6023","0,0000","100,00%","0,0000","100,00%",413.543.000,85.385.000,-,64.337.000,-,305.164.800,305.164.800,,"52,69%",Financeiro e Outros,Previdência e Seguros,Seguradoras,992,3,23,966,-,
csab4,"48,97","36,60","48,97",-,"33,80%",PN,"0,000",0,"0,00","0,00",0,0,0,211.654.000,"0,6626","0,0000","100,00%","0,0000","100,00%",413.543.000,85.385.000,-,64.337.000,-,305.164.800,305.164.800,,"52,69%",Financeiro e Outros,Previdência e Seguros,Seguradoras,992,3,23,966,-,
csan3,"8,94","8,94","18,87","5,05","-50,39%",ON,"0,511",374,"0,02","0,02",3.358.645,54.477.222,128,19.923.819.000,"0,4286","0,4515","5,34%","0,0000","5,34%",144.830.013.000,31.530.878.000,68.221.895.000,14.627.568.000,53.594.327.000,16.687.144.132,70.281.471.132,Novo Mercado,"61,66%",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,88.597,1.410,680,86.507,-,
csed3,"3,00","3,00","5,29","5,49","-41,06%",ON,"0,000",0,"7,31","7,31",15.677,72.585,6,1.478.500.000,"0,0688","0,1646","139,21%","0,0000","139,21%",4.833.057.000,1.080.677.000,1.076.879.000,632.925.000,443.954.000,1.093.627.656,1.537.581.656,Novo Mercado,"12,39%",Consumo Cíclico,Diversos,Serviços Educacionais,3.827,16,131,3.680,-,
csmg3,"22,73","18,05","25,81","11,63","22,01%",ON,"0,000",48,"0,19","0,19",281.165,6.090.034,68,7.866.589.000,"2,6514","2,4022","9,40%","0,0000","9,40%",15.358.212.000,2.609.668.000,6.160.105.000,1.090.829.000,5.069.276.000,8.643.152.258,13.712.428.258,Novo Mercado,"49,56%",Utilidade Pública,Água e Saneamento,Água e Saneamento,99.058,226,703,98.129,-,
csna3,"10,76","10,14","17,93","11,77","-36,33%",ON,"0,387",289,"0,09","0,09",3.035.200,47.470.528,1.261,13.418.340.000,"1,9599","1,2669","35,36%","0,0000","35,36%",96.877.650.000,34.892.551.000,51.631.661.000,19.480.797.000,32.150.864.000,14.268.770.870,46.419.634.870,,"54,86%",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,93.809,1.922,1.983,89.904,-,
csrn3,"13,60","13,00","27,01","17,92","-46,94%",ON,"0,000",0,"5,00","5,00",1,27,1,1.514.000.000,"1,5090","2,4377","61,55%","0,0000","61,55%",5.914.000.000,1.393.000.000,3.012.000.000,403.000.000,2.609.000.000,2.358.629.618,4.967.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
csrn5,"15,10","15,00","25,17","17,76","-39,72%",PNA,"0,000",0,"5,00","5,00",2,56,1,1.514.000.000,"1,6599","2,6815","61,55%","0,0000","61,55%",5.914.000.000,1.393.000.000,3.012.000.000,403.000.000,2.609.000.000,2.358.629.618,4.967.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
csrn6,"15,50","14,50","24,95","17,30","-35,55%",PNB,"0,000",0,"6,88","6,88",24,0,2,1.514.000.000,"1,5112","2,6815","77,44%","0,0000","77,44%",5.914.000.000,1.393.000.000,3.012.000.000,403.000.000,2.609.000.000,2.358.629.618,4.967.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
ctca3,"0,00",-,-,-,-%,,"0,000",0,"0,00","0,00",0,0,0,979.631.000,"0,0000","0,1128","0,00%","0,0000","0,00%",1.194.677.000,558.336.000,103.552.000,521.578.000,-418.026.000,0,-418.026.000,,"100,00%",Consumo não Cíclico,Agropecuária,Agricultura,90,1,89,0,-,
ctka3,"21,89","13,00","21,89",-,"47,61%",ON,"0,000",0,"1,00","1,00",100,3.040,1,-83.184.000,"0,0000","0,0000","0,00%","0,0000","0,00%",640.230.000,444.629.000,468.356.000,52.251.000,416.105.000,131.211.169,547.316.169,,"12,79%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,1.274,43,194,1.037,-,
ctka4,"20,50","15,46","22,49",-,"11,29%",PN,"0,000",0,"5,00","5,00",4,0,1,-83.184.000,"0,0000","0,0000","0,00%","0,0000","0,00%",640.230.000,444.629.000,468.356.000,52.251.000,416.105.000,131.211.169,547.316.169,,"12,79%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,1.274,43,194,1.037,-,
ctnm3,"7,13","7,11","10,13",-,"-18,89%",ON,"0,000",0,"15,00","15,00",200,1.680,1,-159.246.000,"0,0000","0,0000","0,00%","0,0000","0,00%",2.906.593.000,802.601.000,1.357.049.000,150.899.000,1.206.150.000,113.580.609,1.319.730.609,,"47,07%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.957,2,1.501,2.454,-,
ctnm4,"0,86","0,62","1,74",-,"-50,57%",PN,"0,000",0,"14,81","14,81",199,237,3,-159.246.000,"0,0000","0,0000","0,00%","0,0000","0,00%",2.906.593.000,802.601.000,1.357.049.000,150.899.000,1.206.150.000,113.580.609,1.319.730.609,,"47,07%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.957,2,1.501,2.454,-,
ctsa3,"1,65","1,64","5,40",-,"-68,87%",ON,"0,000",0,"8,50","8,50",9.875,30.316,1,216.765.000,"0,0000","0,0000","0,00%","0,0000","0,00%",620.276.000,132.188.000,213.179.000,27.586.000,185.593.000,45.910.889,231.503.889,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
ctsa4,"0,95","0,80","2,39",-,"-57,21%",PN,"0,000",0,"12,00","12,00",50,84,1,216.765.000,"0,0000","0,0000","0,00%","0,0000","0,00%",620.276.000,132.188.000,213.179.000,27.586.000,185.593.000,45.910.889,231.503.889,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
ctsa8,"0,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,216.765.000,"0,0000","0,0000","0,00%","0,0000","0,00%",620.276.000,132.188.000,213.179.000,27.586.000,185.593.000,45.910.889,231.503.889,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
cury3,"19,51","16,54","25,27","8,55","15,86%",ON,"0,000",31,"0,31","0,31",505.918,10.325.786,109,1.084.024.000,"0,7877","1,6680","111,75%","0,0000","111,75%",3.957.292.000,2.628.427.000,1.102.525.000,1.425.215.000,-322.690.000,5.694.482.967,5.371.792.967,Novo Mercado,"45,61%",Consumo Cíclico,Construção Civil,Incorporações,15.738,130,606,15.002,-,
cvcb3,"1,96","1,71","4,01",-,"-48,69%",ON,"0,051",215,"0,54","0,54",5.567.641,16.869.952,144,582.173.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.943.343.000,2.297.467.000,720.859.000,466.589.000,254.270.000,1.030.158.550,1.284.428.550,Novo Mercado,"100,00%",Consumo Cíclico,Viagens e Lazer,Viagens e Turismo,166.503,430,774,165.299,-,
cxse3,"15,53","11,40","16,31","6,95","36,23%",ON,"0,399",109,"8,04","8,04",9.275.449,147.757.903,8.911,13.069.011.000,"1,0104","1,0798","6,87%","0,3100","37,55%",13.943.235.000,1.284.485.000,0,913.492.000,-913.492.000,46.590.000.000,45.676.508.000,Novo Mercado,"17,25%",Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros,115.406,11,1.265,114.130,-,
cyre3,"18,11","18,11","24,76","3,30","-23,52%",ON,"0,235",247,"0,04","0,04",2.741.903,68.821.765,290,8.944.691.000,"0,8447","0,5968","29,35%","0,0000","29,35%",19.574.005.000,11.094.503.000,5.466.325.000,3.041.850.000,2.424.475.000,7.117.230.000,9.541.705.000,Novo Mercado,"67,36%",Consumo Cíclico,Construção Civil,Incorporações,112.546,683,1.778,110.085,-,
dasa3,"2,00","2,00","10,17",-,"-78,70%",ON,"0,000",5,"6,98","6,98",410.371,2.897.219,30,8.616.214.000,"0,0000","0,0000","0,00%","0,0000","0,00%",28.290.129.000,9.572.374.000,11.546.534.000,2.819.642.000,8.726.892.000,2.510.013.288,11.236.905.288,Novo Mercado,"14,11%",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,6.016,291,6,5.719,-,
desk3,"11,75","11,75","17,14",-,"-19,69%",ON,"0,000",0,"4,86","4,86",16.511,247.830,5,1.328.383.000,"0,0198","0,0000","100,00%","0,0000","100,00%",3.973.392.000,1.205.527.000,1.817.421.000,951.171.000,866.250.000,1.358.597.980,2.224.847.980,Novo Mercado,"30,99%",Comunicações,Telecomunicações,Telecomunicações,7.567,213,109,7.245,-,
dexp3,"8,56","8,13","12,76","5,97","-22,81%",ON,"0,000",0,"5,20","5,20",106,1.257,2,952.856.000,"0,2684","0,3884","44,71%","0,0000","44,71%",1.515.320.000,971.166.000,264.387.000,391.837.000,-127.450.000,936.795.704,809.345.704,Nível 1,"99,54%",Materiais Básicos,Químicos,Petroquímicos,9.318,59,485,8.774,-,
dexp4,"8,75","8,02","13,00","6,17","-19,35%",PN,"0,000",0,"5,00","5,00",16,205,1,952.856.000,"0,2732","0,3192","16,83%","0,0000","16,83%",1.515.320.000,971.166.000,264.387.000,391.837.000,-127.450.000,936.795.704,809.345.704,Nível 1,"99,54%",Materiais Básicos,Químicos,Petroquímicos,9.318,59,485,8.774,-,
dirr3,"28,20","19,56","33,00","7,31","41,42%",ON,"0,000",71,"0,05","0,05",190.797,4.855.784,67,2.058.528.000,"0,4700","2,0600","338,30%","0,0000","338,30%",9.521.012.000,4.331.445.000,1.765.168.000,1.545.768.000,219.400.000,4.892.700.000,5.112.100.000,Novo Mercado,"63,30%",Consumo Cíclico,Construção Civil,Incorporações,24.290,501,271,23.518,-,
dmmo11,"0,34","0,34","0,34",-,"0,00%",ON,"0,000",0,"0,00","0,00",0,0,0,2.312.281.000,,,%,,%,49.960.107.000,201.195.000,-,201.195.000,-,949.254.731,949.254.731,,--%,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,1,0,1,0,-,
dmmo3,"1,76",-,-,-,-%,ON,"0,000",0,"36,18","36,18",49.713,0,34,2.312.281.000,,,%,,%,49.960.107.000,201.195.000,-,201.195.000,-,949.254.731,949.254.731,,--%,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,1,0,1,0,-,
dmvf3,"5,75","5,66","8,38",-,"-0,86%",ON,"0,000",0,"6,31","6,31",228,1.521,2,893.212.000,,,%,,%,1.720.795.000,542.951.000,21.570.000,39.213.000,-17.643.000,290.966.342,273.323.342,Novo Mercado,"32,43%",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,14.698,33,141,14.524,-,
dohl3,"8,00","5,01","12,80",-,"22,89%",ON,"0,000",0,"9,72","9,72",50,600,2,691.577.000,"0,0000","0,0000","0,00%","0,0000","0,00%",972.521.000,545.343.000,119.720.000,55.448.000,64.272.000,520.452.420,584.724.420,,"12,49%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.092,0,43,3.049,-,
dohl4,"4,00","3,85","5,30",-,"-24,10%",PN,"0,000",0,"12,00","12,00",11,59,1,691.577.000,"0,0000","0,0000","0,00%","0,0000","0,00%",972.521.000,545.343.000,119.720.000,55.448.000,64.272.000,520.452.420,584.724.420,,"12,49%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.092,0,43,3.049,-,
dotz3,"2,82","2,82","10,20",-,"-72,08%",ON,"0,000",0,"5,50","5,50",1.056,6.283,2,-246.174.000,,,%,,%,216.612.000,78.588.000,78.494.000,39.029.000,39.465.000,37.460.643,76.925.643,Novo Mercado,"30,09%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,2.331,1,48,2.282,-,
dtcy3,"4,37","3,80","6,86",-,"-0,68%",ON,"0,000",0,"2,00","2,00",123,652,1,-4.845.000,,,%,,%,5.590.000,2.554.000,2.228.000,561.000,1.667.000,74.884.683,76.551.683,,"2,03%",Bens Industriais,Serviços,Serviços Diversos,585,0,6,579,-,
dtcy4,"62,60",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,-4.845.000,,,%,,%,5.590.000,2.554.000,2.228.000,561.000,1.667.000,74.884.683,76.551.683,,"2,03%",Bens Industriais,Serviços,Serviços Diversos,585,0,6,579,-,
dxco3,"6,50","6,49","8,75","4,41","-16,67%",ON,"0,000",79,"0,56","0,56",2.538.054,19.771.441,146,6.607.769.000,"0,0000","0,0714","0,00%","0,0000","0,00%",18.570.312.000,5.454.433.000,7.116.309.000,2.152.682.000,4.963.627.000,5.333.680.599,10.297.307.599,Novo Mercado,"36,77%",Materiais Básicos,Madeira e Papel,Madeira,24.752,308,727,23.717,-,
ealt3,"13,56","8,44","15,55","3,40","60,66%",ON,"0,000",0,"5,00","5,00",27,251,2,279.592.000,"0,2147","0,4616","115,01%","0,0000","115,01%",616.155.000,273.868.000,118.808.000,15.018.000,103.790.000,301.530.000,405.320.000,,"59,77%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.100,41,12,6.047,-,
ealt4,"13,28","8,74","15,86","3,82","51,95%",PN,"0,000",0,"5,00","5,00",419,4.542,4,279.592.000,"0,2362","0,5078","115,01%","0,0000","115,01%",616.155.000,273.868.000,118.808.000,15.018.000,103.790.000,301.530.000,405.320.000,,"59,77%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.100,41,12,6.047,-,
ecor3,"4,54","4,54","9,50","4,28","-52,06%",ON,"0,000",131,"0,17","0,17",1.786.929,14.760.034,62,3.760.906.000,"0,0839","0,1945","131,82%","0,0000","131,82%",28.774.776.000,5.600.623.000,19.974.032.000,4.723.781.000,15.250.251.000,3.161.357.377,18.411.608.377,Novo Mercado,"47,97%",Bens Industriais,Transporte,Exploração de Rodovias,33.511,181,400,32.930,-,
ecpr3,"90,25",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,141.476.000,"0,0000","0,0000","0,00%","0,0000","0,00%",276.335.000,1.481.000,0,765.000,-765.000,171.908.947,171.143.947,,--%,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.956,2,1.501,2.453,-,
ecpr4,"90,74",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,141.476.000,"0,0000","0,0000","0,00%","0,0000","0,00%",276.335.000,1.481.000,0,765.000,-765.000,171.908.947,171.143.947,,--%,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.956,2,1.501,2.453,-,
eeel3,"294,77",-,-,-,-%,ON,"0,000",0,"2,00","0,50",11,3.300,1,2.555.116.000,"0,0000","0,0000","0,00%","0,0000","0,00%",7.830.487.000,1.743.392.000,3.513.838.000,743.944.000,2.769.894.000,2.840.511.500,5.610.405.500,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,2,1,1,0,-,
