Ticker,Valor atual,Min. 52 semanas,Máx. 52 semanas,Dividend Yield,Valorização (12m),Tipo,PART. IBOV,MERCADO DE OPÇÕES,TOMADOR (média),DOADOR (média),Nº DE AÇÕES ALUGADAS (dia),VOLUME (dia),Nº DE CONTRATOS,,Ano passado,Ano atual,Comparação,Provisionado,Comparação + Provisionado,Ativos,Ativo circulante,Dívida bruta,Disponibilidade,Dívida líquida,Valor de mercado,Valor de firma,Segmento de listagem,Free Float,Setor de Atuação,Subsetor de Atuação,Segmento de Atuação,Investidores,Institucional,Pessoa jurídica,Pessoa física,{helper},UNIT - Composição
cesp3,"25,55",-,-,-,-%,ON,"0,000",0,"6,00","6,00",1.068,0,3,8.049.754.000,"0,0000","0,0000","0,00%","0,0000","0,00%",15.193.814.000,3.355.590.000,4.026.312.000,3.078.353.000,947.959.000,8.302.192.834,9.250.151.834,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,1,0,1,0,-,
cesp5,"25,00",-,-,-,-%,PNA,"0,000",0,"2,00","2,00",12,0,2,8.049.754.000,"0,0000","0,0000","0,00%","0,0000","0,00%",15.193.814.000,3.355.590.000,4.026.312.000,3.078.353.000,947.959.000,8.302.192.834,9.250.151.834,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,1,0,1,0,-,
cesp6,"25,25",-,-,-,-%,PNB,"0,000",0,"0,23","0,23",245.642,0,24,8.049.754.000,"0,0000","0,0000","0,00%","0,0000","0,00%",15.193.814.000,3.355.590.000,4.026.312.000,3.078.353.000,947.959.000,8.302.192.834,9.250.151.834,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,1,0,1,0,-,
cgas3,"120,00","82,22","127,00","14,08","11,63%",ON,"0,000",0,"5,00","5,00",1,0,1,1.405.508.000,"3,1008","16,8380","443,02%","0,0000","443,02%",14.236.598.000,4.722.502.000,8.238.983.000,1.558.822.000,6.680.161.000,15.902.470.440,22.582.631.440,,"0,86%",Utilidade Pública,Gás,Gás,-,0,0,0,-,
cgas5,"129,89","94,73","129,89","14,31","17,24%",PNA,"0,000",0,"5,00","5,00",1.109,122.777,8,1.405.508.000,"3,3897","18,5218","446,41%","0,0000","446,41%",14.236.598.000,4.722.502.000,8.238.983.000,1.558.822.000,6.680.161.000,15.902.470.440,22.582.631.440,,"0,86%",Utilidade Pública,Gás,Gás,-,0,0,0,-,
cgra3,"25,60","22,37","26,37","10,04","11,84%",ON,"0,000",0,"5,00","5,00",164,4.338,3,910.008.000,"1,4278","1,2944","9,34%","0,0000","9,34%",1.260.562.000,552.802.000,0,145.739.000,-145.739.000,528.736.501,382.997.501,,"54,35%",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,7.466,69,27,7.370,-,
cgra4,"25,17","23,32","27,35","10,21","5,23%",PN,"0,000",0,"6,37","6,37",200,5.706,1,910.008.000,"1,4278","1,2944","9,34%","0,0000","9,34%",1.260.562.000,552.802.000,0,145.739.000,-145.739.000,528.736.501,382.997.501,,"54,35%",Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,7.466,69,27,7.370,-,
ciel3,"5,83","3,24","5,83","4,96","74,55%",ON,"0,000",11,"2,68","2,68",3.864.504,20.829.677,138,12.380.426.000,"0,1459","0,1520","4,15%","0,0000","4,15%",100.348.602.000,89.266.384.000,3.612.595.000,1.039.298.000,2.573.297.000,15.839.031.806,18.412.328.806,,"33,17%",Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos,186.550,291,1.292,184.967,-,
clsa3,"9,47","3,02","9,58",-,"119,21%",ON,"0,000",18,"1,38","1,38",628.093,3.196.993,38,707.285.000,,,%,,%,870.067.000,521.322.000,20.411.000,366.031.000,-345.620.000,1.779.659.788,1.434.039.788,Novo Mercado,"29,59%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,7.967,151,76,7.740,-,
clsc3,"74,01","54,11","76,30","7,41","32,16%",ON,"0,000",0,"5,00","5,00",100,6.339,2,3.354.439.000,"3,4469","3,3122","3,91%","0,0000","3,91%",12.436.105.000,3.491.325.000,3.140.391.000,605.891.000,2.534.500.000,3.002.167.956,5.536.667.956,Nível 2,"75,73%",Utilidade Pública,Energia Elétrica,Energia Elétrica,8.752,116,522,8.114,-,
clsc4,"80,41","55,02","84,53","6,79","37,36%",PN,"0,000",0,"5,00","5,00",194,13.095,2,3.354.439.000,"3,7916","3,0739","18,93%","0,5695","3,91%",12.436.105.000,3.491.325.000,3.140.391.000,605.891.000,2.534.500.000,3.002.167.956,5.536.667.956,Nível 2,"75,73%",Utilidade Pública,Energia Elétrica,Energia Elétrica,8.752,116,522,8.114,-,
cmig3,"14,14","9,36","14,72","12,95","20,55%",ON,"0,000",5,"2,45","2,45",678.657,9.731.941,89,26.672.836.000,"0,6897","1,2296","78,28%","0,0000","78,28%",56.740.773.000,13.062.465.000,11.643.438.000,2.917.341.000,8.726.097.000,34.769.107.843,43.495.204.843,Nível 1,"81,34%",Utilidade Pública,Energia Elétrica,Energia Elétrica,194.264,1.847,1.952,190.465,-,
cmig4,"11,15","7,02","11,79","16,42","39,90%",PN,"0,957",164,"0,02","0,02",10.088.673,127.117.280,1.093,26.672.836.000,"0,6897","1,2296","78,28%","0,0000","78,28%",56.740.773.000,13.062.465.000,11.643.438.000,2.917.341.000,8.726.097.000,34.769.107.843,43.495.204.843,Nível 1,"81,34%",Utilidade Pública,Energia Elétrica,Energia Elétrica,194.264,1.847,1.952,190.465,-,
cmin3,"5,97","4,01","7,13","17,87","41,81%",ON,"0,308",184,"1,62","1,62",5.803.386,30.815.980,312,11.746.514.000,"0,4487","0,7387","64,63%","0,0000","64,63%",30.855.507.000,13.779.474.000,8.899.739.000,11.786.860.000,-2.887.121.000,32.747.472.863,29.860.351.863,Nível 2,"20,25%",Materiais Básicos,Mineração,Minerais Metálicos,125.537,1.489,1.495,122.553,-,
cmsa3,"0,00",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,7.590,,,%,,%,9.096,7.481,0,7.481,-7.481,0,-7.481,,--%,Financeiro e Outros,Outros,Outros,2,0,2,0,-,
cmsa4,"0,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,7.590,,,%,,%,9.096,7.481,0,7.481,-7.481,0,-7.481,,--%,Financeiro e Outros,Outros,Outros,2,0,2,0,-,
cnsy3,"30,22",-,-,-,-%,,"0,000",0,"0,00","0,00",0,0,0,-39.404.000,,,%,,%,174.172.000,22.719.000,166.712.000,6.357.000,160.355.000,935.885.084,1.096.240.084,,--%,Consumo Cíclico,Mídia,Produção e Difusão de Filmes e Programas,6,0,3,3,-,
coce3,"29,15","29,15","50,02","3,31","-33,98%",ON,"0,000",0,"5,00","5,00",6,282,1,4.320.831.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.243.374.000,2.780.120.000,5.895.373.000,139.017.000,5.756.356.000,2.187.864.594,7.944.220.594,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
coce5,"26,41","26,41","44,42","3,65","-33,24%",PNA,"0,000",0,"1,40","1,40",772,28.487,2,4.320.831.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.243.374.000,2.780.120.000,5.895.373.000,139.017.000,5.756.356.000,2.187.864.594,7.944.220.594,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
coce6,"12,83","12,83","12,83","7,52","0,00%",PNB,"0,000",0,"0,00","0,00",0,0,0,4.320.831.000,"0,3080","0,9646","213,22%","0,0000","213,22%",13.243.374.000,2.780.120.000,5.895.373.000,139.017.000,5.756.356.000,2.187.864.594,7.944.220.594,,"25,95%",Utilidade Pública,Energia Elétrica,Energia Elétrica,7.816,14,287,7.515,-,
cogn3,"1,36","1,23","3,50",-,"-43,80%",ON,"0,116",368,"0,25","0,25",3.145.490,7.486.266,88,12.666.935.000,"0,0000","0,0000","0,00%","0,0000","0,00%",23.982.177.000,4.150.458.000,6.930.989.000,934.689.000,5.996.300.000,2.552.184.446,8.548.484.446,Novo Mercado,"99,78%",Consumo Cíclico,Diversos,Serviços Educacionais,226.264,571,859,224.834,-,
corr3,"2,71",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,4.665.000,"74,8669","0,0000","100,00%","0,0000","100,00%",16.138.000,12.142.000,0,12.014.000,-12.014.000,1.278.895,-10.735.105,,"72,66%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,297,2,19,276,-,
corr4,"82,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,4.665.000,"74,8669","0,0000","100,00%","0,0000","100,00%",16.138.000,12.142.000,0,12.014.000,-12.014.000,1.278.895,-10.735.105,,"72,66%",Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis,297,2,19,276,-,
cpfe3,"32,66","29,56","35,68","8,43","8,47%",ON,"0,285",100,"0,59","0,59",586.956,20.613.895,97,19.176.418.000,"2,8856","2,7540","4,56%","0,0000","4,56%",74.028.917.000,15.514.704.000,28.112.139.000,3.943.277.000,24.168.862.000,37.632.630.010,61.801.492.010,Novo Mercado,"16,29%",Utilidade Pública,Energia Elétrica,Energia Elétrica,48.872,906,4.916,43.050,-,
cple3,"9,08","7,37","9,64","2,15","19,95%",ON,"0,000",5,"0,17","0,17",106.054,930.094,23,25.033.682.000,"0,3040","0,1955","35,70%","0,0000","35,70%",56.614.360.000,15.524.849.000,16.604.868.000,7.336.465.000,9.268.403.000,28.850.506.622,38.118.909.622,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cple5,"12,90","11,12","24,39","2,44","-43,37%",PNA,"0,000",0,"15,00","15,00",5,0,1,25.033.682.000,"0,4169","0,3153","24,37%","0,0000","24,37%",56.614.360.000,15.524.849.000,16.604.868.000,7.336.465.000,9.268.403.000,28.850.506.622,38.118.909.622,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cple6,"10,13","7,92","10,75","2,12","24,45%",PNB,"0,786",143,"0,03","0,03",12.658.074,124.049.125,782,25.033.682.000,"0,3344","0,2150","35,70%","0,0000","35,70%",56.614.360.000,15.524.849.000,16.604.868.000,7.336.465.000,9.268.403.000,28.850.506.622,38.118.909.622,Nível 2,"100,00%",Utilidade Pública,Energia Elétrica,Energia Elétrica,264.709,1.075,950,262.684,-,
cpre3,"18,23",-,-,-,-%,ON,"0,000",0,"2,00","1,20",100,1.822,1,4.167.804.000,"0,0000","0,0000","0,00%","0,0000","0,00%",10.961.676.000,1.256.230.000,1.046.828.000,543.187.000,503.641.000,10.824.655.048,11.328.296.048,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,2,0,2,0,-,
crem3,"14,50",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,189.701.000,"0,0000","0,0000","0,00%","0,0000","0,00%",693.715.000,418.112.000,299.811.000,107.394.000,192.417.000,465.122.474,657.539.474,,--%,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,175,0,7,168,-,
crfb3,"7,42","7,35","13,90",-,"-22,38%",ON,"0,183",111,"59,11","59,11",6.818.575,94.778.193,386,19.620.000.000,"0,1478","0,0000","100,00%","0,0000","100,00%",91.273.000.000,42.577.000.000,23.821.000.000,8.233.000.000,15.588.000.000,15.649.200.796,31.237.200.796,Novo Mercado,"25,26%",Consumo não Cíclico,Comércio e Distribuição,Alimentos,16.624,743,365,15.516,-,
criv3,"6,98","5,60","6,98",-,"21,82%",ON,"0,000",0,"5,00","5,00",10,69,1,1.080.724.000,"0,0000","0,0000","0,00%","0,0000","0,00%",17.373.482.000,9.714.911.000,-,9.714.911.000,-,707.929.532,707.929.532,,"16,07%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,4.623,15,452,4.156,-,
criv4,"6,74","5,51","7,06",-,"18,45%",PN,"0,000",0,"5,00","5,00",2.900,19.401,1,1.080.724.000,"0,2370","0,0000","100,00%","0,0000","100,00%",17.373.482.000,9.714.911.000,-,9.714.911.000,-,707.929.532,707.929.532,,"16,07%",Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento,4.623,15,452,4.156,-,
crpg3,"26,51","26,50","40,65","1,05","-33,17%",ON,"0,000",0,"3,00","3,00",1,0,1,428.693.000,"5,2477","0,2786","94,69%","0,0000","94,69%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,753.255.686,714.751.686,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
crpg5,"25,66","25,23","41,63","1,13","-36,81%",PNA,"0,000",0,"5,00","5,00",400,13.160,1,428.693.000,"5,2477","0,2895","94,48%","0,0000","94,48%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,753.255.686,714.751.686,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
crpg6,"25,60","25,50","40,00","1,09","-31,66%",PNB,"0,000",0,"5,00","5,00",100,3.578,1,428.693.000,"5,2477","0,2786","94,69%","0,0000","94,69%",592.604.000,382.987.000,7.306.000,45.810.000,-38.504.000,753.255.686,714.751.686,,"28,35%",Materiais Básicos,Químicos,Químicos Diversos,4.766,97,168,4.501,-,
csab3,"30,50","30,00","35,00",-,"-8,96%",ON,"0,000",0,"0,00","0,00",0,0,0,211.654.000,"0,6023","0,0000","100,00%","0,0000","100,00%",413.543.000,85.385.000,-,64.337.000,-,305.164.800,305.164.800,,"52,69%",Financeiro e Outros,Previdência e Seguros,Seguradoras,992,3,23,966,-,
csab4,"48,97","36,60","50,00",-,"2,06%",PN,"0,000",0,"0,00","0,00",0,0,0,211.654.000,"0,6626","0,0000","100,00%","0,0000","100,00%",413.543.000,85.385.000,-,64.337.000,-,305.164.800,305.164.800,,"52,69%",Financeiro e Outros,Previdência e Seguros,Seguradoras,992,3,23,966,-,
csan3,"12,20","12,10","18,87","3,70","-20,05%",ON,"0,659",360,"0,02","0,02",3.358.645,54.477.222,128,19.784.314.000,"0,4286","0,4515","5,34%","0,0000","5,34%",143.350.283.000,33.560.071.000,68.692.861.000,17.230.061.000,51.462.800.000,22.772.165.370,74.234.965.370,Novo Mercado,"62,43%",Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,88.597,1.410,680,86.507,-,
csed3,"3,20","3,08","5,30","5,14","-18,99%",ON,"0,000",0,"7,31","7,31",15.677,72.585,6,1.478.500.000,"0,0688","0,1646","139,21%","0,0000","139,21%",4.833.057.000,1.080.677.000,1.076.879.000,632.925.000,443.954.000,1.166.536.166,1.610.490.166,Novo Mercado,"12,39%",Consumo Cíclico,Diversos,Serviços Educacionais,3.827,16,131,3.680,-,
csmg3,"21,95","13,62","25,81","16,52","53,71%",ON,"0,000",63,"0,19","0,19",281.165,6.090.034,68,7.632.247.000,"1,6691","2,4022","43,92%","0,0000","43,92%",14.317.315.000,2.099.190.000,4.992.357.000,544.566.000,4.447.791.000,8.346.554.865,12.794.345.865,Novo Mercado,"49,56%",Utilidade Pública,Água e Saneamento,Água e Saneamento,99.058,226,703,98.129,-,
csna3,"11,83","9,84","18,64","12,33","12,35%",ON,"0,408",253,"0,09","0,09",3.035.200,47.470.528,1.261,14.048.363.000,"1,2171","0,7164","41,14%","0,0000","41,14%",93.423.377.000,31.961.190.000,50.867.203.000,16.838.421.000,34.028.782.000,15.687.691.393,49.716.473.393,,"54,26%",Materiais Básicos,Siderurgia e Metalurgia,Siderurgia,93.809,1.922,1.983,89.904,-,
csrn3,"13,60","13,00","27,01","17,92","-37,70%",ON,"0,000",0,"5,00","5,00",1,27,1,1.703.000.000,"1,5090","2,4377","61,55%","0,0000","61,55%",5.715.000.000,1.303.000.000,2.641.000.000,381.000.000,2.260.000.000,2.358.629.618,4.618.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
csrn5,"15,10","15,00","25,17","17,76","-33,77%",PNA,"0,000",0,"5,00","5,00",2,56,1,1.703.000.000,"1,6599","2,6815","61,55%","0,0000","61,55%",5.715.000.000,1.303.000.000,2.641.000.000,381.000.000,2.260.000.000,2.358.629.618,4.618.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
csrn6,"15,50","14,50","24,95","17,30","-35,58%",PNB,"0,000",0,"6,88","6,88",24,0,2,1.703.000.000,"1,5112","2,6815","77,44%","0,0000","77,44%",5.715.000.000,1.303.000.000,2.641.000.000,381.000.000,2.260.000.000,2.358.629.618,4.618.629.618,,--%,Utilidade Pública,Energia Elétrica,Energia Elétrica,6.649,47,379,6.223,-,
csud3,"17,12","14,52","20,53","6,34","17,66%",ON,"0,000",0,"7,80","7,80",1.300,26.624,2,446.257.000,"0,9842","0,9066","7,88%","0,0000","7,88%",664.957.000,182.943.000,87.237.000,78.898.000,8.339.000,715.616.000,723.955.000,Novo Mercado,"44,36%",Bens Industriais,Serviços,Serviços Diversos,21.038,150,218,20.670,-,
ctca3,"0,00",-,-,-,-%,,"0,000",0,"0,00","0,00",0,0,0,979.631.000,"0,0000","0,1128","0,00%","0,0000","0,00%",1.194.677.000,558.336.000,103.552.000,521.578.000,-418.026.000,0,-418.026.000,,"100,00%",Consumo não Cíclico,Agropecuária,Agricultura,90,1,89,0,-,
ctka3,"18,00","13,00","21,60",-,"0,00%",ON,"0,000",0,"1,00","1,00",100,3.040,1,-83.184.000,"0,0000","0,0000","0,00%","0,0000","0,00%",640.230.000,444.629.000,468.356.000,52.251.000,416.105.000,114.358.327,530.463.327,,"12,79%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,1.274,43,194,1.037,-,
ctka4,"18,80","12,10","21,97",-,"50,40%",PN,"0,000",0,"5,00","5,00",4,0,1,-83.184.000,"0,0000","0,0000","0,00%","0,0000","0,00%",640.230.000,444.629.000,468.356.000,52.251.000,416.105.000,114.358.327,530.463.327,,"12,79%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,1.274,43,194,1.037,-,
ctnm3,"7,13","7,11","10,13",-,"-24,95%",ON,"0,000",0,"15,00","15,00",200,1.680,1,240.294.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.298.833.000,967.339.000,1.305.489.000,209.657.000,1.095.832.000,113.580.609,1.209.412.609,,"47,07%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.957,2,1.501,2.454,-,
ctnm4,"0,86","0,62","2,25",-,"-58,25%",PN,"0,000",0,"14,81","14,81",199,237,3,240.294.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.298.833.000,967.339.000,1.305.489.000,209.657.000,1.095.832.000,113.580.609,1.209.412.609,,"47,07%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.957,2,1.501,2.454,-,
ctsa3,"2,16","2,14","6,79",-,"-18,18%",ON,"0,000",0,"8,50","8,50",9.875,30.316,1,230.512.000,"0,0000","0,0000","0,00%","0,0000","0,00%",632.088.000,192.847.000,209.949.000,33.751.000,176.198.000,60.101.527,236.299.527,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
ctsa4,"1,02","0,80","2,92",-,"-41,71%",PN,"0,000",0,"12,00","12,00",50,84,1,230.512.000,"0,0000","0,0000","0,00%","0,0000","0,00%",632.088.000,192.847.000,209.949.000,33.751.000,176.198.000,60.101.527,236.299.527,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
ctsa8,"0,00",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,230.512.000,"0,0000","0,0000","0,00%","0,0000","0,00%",632.088.000,192.847.000,209.949.000,33.751.000,176.198.000,60.101.527,236.299.527,,"43,44%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,6.067,1,12,6.054,-,
cury3,"22,34","13,70","25,27","7,47","58,10%",ON,"0,000",38,"0,31","0,31",505.918,10.325.786,109,913.453.000,"0,7877","1,6680","111,75%","0,0000","111,75%",3.983.671.000,2.893.021.000,1.080.738.000,1.558.020.000,-477.282.000,6.520.489.466,6.043.207.466,Novo Mercado,"45,61%",Consumo Cíclico,Construção Civil,Incorporações,15.738,130,606,15.002,-,
cvcb3,"1,86","1,71","4,01",-,"-33,57%",ON,"0,045",244,"0,54","0,54",5.567.641,16.869.952,144,564.120.000,"0,0000","0,0000","0,00%","0,0000","0,00%",3.896.867.000,2.207.656.000,705.334.000,331.136.000,374.198.000,977.599.440,1.351.797.440,Novo Mercado,"100,00%",Consumo Cíclico,Viagens e Lazer,Viagens e Turismo,166.503,430,774,165.299,-,
cxse3,"14,45","10,01","16,43","9,31","42,08%",ON,"0,344",94,"8,04","8,04",9.275.449,147.757.903,8.911,12.690.432.000,"0,5104","0,8458","65,72%","0,2340","111,56%",13.700.467.000,1.412.181.000,0,885.097.000,-885.097.000,43.350.000.000,42.464.903.000,Novo Mercado,"17,25%",Financeiro e Outros,Previdência e Seguros,Corretoras de Seguros,115.406,11,1.265,114.130,-,
cyre3,"21,63","17,07","24,76","4,30","21,04%",ON,"0,265",268,"0,04","0,04",2.741.903,68.821.765,290,8.498.776.000,"0,5113","0,5968","16,72%","0,0000","16,72%",18.260.036.000,9.966.644.000,5.251.363.000,2.798.897.000,2.452.466.000,8.646.436.742,11.098.902.742,Novo Mercado,"66,22%",Consumo Cíclico,Construção Civil,Incorporações,112.546,683,1.778,110.085,-,
dasa3,"2,96","2,61","10,95",-,"-70,84%",ON,"0,000",9,"6,98","6,98",410.371,2.897.219,30,7.150.829.000,"0,0000","0,0000","0,00%","0,0000","0,00%",28.126.449.000,9.189.099.000,11.347.040.000,2.986.422.000,8.360.618.000,2.228.287.538,10.588.905.538,Novo Mercado,"19,40%",Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,6.016,291,6,5.719,-,
desk3,"13,65","12,10","17,14",-,"-6,44%",ON,"0,000",0,"4,86","4,86",16.511,247.830,5,1.322.353.000,"0,0198","0,0000","100,00%","0,0000","100,00%",3.213.642.000,530.570.000,1.137.380.000,293.569.000,843.811.000,1.577.043.714,2.420.854.714,Novo Mercado,"30,91%",Comunicações,Telecomunicações,Telecomunicações,7.567,213,109,7.245,-,
dexp3,"8,88","8,68","12,76","5,75","-9,48%",ON,"0,000",0,"5,20","5,20",106,1.257,2,913.786.000,"0,2684","0,3884","44,71%","0,0000","44,71%",1.491.482.000,971.502.000,287.642.000,435.559.000,-147.917.000,971.255.646,823.338.646,Nível 1,"99,67%",Materiais Básicos,Químicos,Petroquímicos,9.318,59,485,8.774,-,
dexp4,"8,98","8,57","13,00","6,01","-0,66%",PN,"0,000",0,"5,00","5,00",16,205,1,913.786.000,"0,2732","0,3192","16,83%","0,0000","16,83%",1.491.482.000,971.502.000,287.642.000,435.559.000,-147.917.000,971.255.646,823.338.646,Nível 1,"99,67%",Materiais Básicos,Químicos,Petroquímicos,9.318,59,485,8.774,-,
dirr3,"29,73","15,19","33,00","8,51","86,86%",ON,"0,000",60,"0,05","0,05",190.797,4.855.784,67,2.252.491.000,"0,0000","2,0600","0,00%","0,0000","0,00%",8.800.828.000,4.280.991.000,1.422.855.000,1.422.001.000,854.000,5.158.155.000,5.159.009.000,Novo Mercado,"63,30%",Consumo Cíclico,Construção Civil,Incorporações,24.290,501,271,23.518,-,
dmmo3,"1,76",-,-,-,-%,ON,"0,000",0,"36,18","36,18",49.713,0,34,2.312.281.000,,,%,,%,49.960.107.000,201.195.000,-,201.195.000,-,949.254.731,949.254.731,,--%,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,1,0,1,0,-,
dmvf3,"6,93","4,13","8,38",-,"42,01%",ON,"0,000",0,"6,31","6,31",228,1.521,2,882.864.000,,,%,,%,1.651.654.000,518.080.000,22.953.000,48.646.000,-25.693.000,350.677.695,324.984.695,Novo Mercado,"32,43%",Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos,14.698,33,141,14.524,-,
dohl3,"10,17","5,01","12,80",-,"37,06%",ON,"0,000",0,"9,72","9,72",50,600,2,691.577.000,"0,0000","0,0000","0,00%","0,0000","0,00%",972.521.000,545.343.000,119.720.000,55.448.000,64.272.000,641.400.660,705.672.660,,"12,49%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.092,0,43,3.049,-,
dohl4,"4,13","3,90","5,77",-,"-27,42%",PN,"0,000",0,"12,00","12,00",11,59,1,691.577.000,"0,0000","0,0000","0,00%","0,0000","0,00%",972.521.000,545.343.000,119.720.000,55.448.000,64.272.000,641.400.660,705.672.660,,"12,49%",Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.092,0,43,3.049,-,
dotz3,"5,97","4,76","10,90",-,"-45,23%",ON,"0,000",0,"5,50","5,50",1.056,6.283,2,-246.174.000,,,%,,%,216.612.000,78.588.000,78.494.000,39.029.000,39.465.000,79.304.979,118.769.979,Novo Mercado,"30,09%",Tecnologia da Informação,Programas e Serviços,Programas e Serviços,2.331,1,48,2.282,-,
dtcy3,"4,45","4,00","6,86",-,"-8,25%",ON,"0,000",0,"2,00","2,00",123,652,1,-4.845.000,,,%,,%,5.590.000,2.554.000,2.228.000,561.000,1.667.000,75.739.121,77.406.121,,"2,03%",Bens Industriais,Serviços,Serviços Diversos,585,0,6,579,-,
dtcy4,"62,60",-,-,-,-%,PN,"0,000",0,"0,00","0,00",0,0,0,-4.845.000,,,%,,%,5.590.000,2.554.000,2.228.000,561.000,1.667.000,75.739.121,77.406.121,,"2,03%",Bens Industriais,Serviços,Serviços Diversos,585,0,6,579,-,
dxco3,"8,18","6,25","8,75","2,63","23,01%",ON,"0,000",96,"0,56","0,56",2.538.054,19.771.441,146,6.573.959.000,"0,0000","0,0000","0,00%","0,0000","0,00%",18.437.703.000,5.352.904.000,7.055.937.000,2.065.491.000,4.990.446.000,6.712.231.892,11.702.677.892,Novo Mercado,"36,77%",Materiais Básicos,Madeira e Papel,Madeira,24.752,308,727,23.717,-,
ealt3,"14,79","7,10","15,46","3,12","104,28%",ON,"0,000",0,"5,00","5,00",27,251,2,259.603.000,"0,2147","0,4616","115,01%","0,0000","115,01%",593.500.000,252.772.000,121.333.000,12.948.000,108.385.000,316.455.000,424.840.000,,"59,77%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.100,41,12,6.047,-,
ealt4,"13,51","7,53","15,86","3,76","76,14%",PN,"0,000",0,"5,00","5,00",419,4.542,4,259.603.000,"0,2362","0,5078","115,01%","0,0000","115,01%",593.500.000,252.772.000,121.333.000,12.948.000,108.385.000,316.455.000,424.840.000,,"59,77%",Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.100,41,12,6.047,-,
ecor3,"7,17","6,07","9,50","3,88","3,31%",ON,"0,000",104,"0,17","0,17",1.786.929,14.760.034,62,3.237.415.000,"0,0000","0,1945","0,00%","0,0000","0,00%",27.745.579.000,5.516.517.000,19.388.973.000,4.664.892.000,14.724.081.000,4.992.716.386,19.716.797.386,Novo Mercado,"47,97%",Bens Industriais,Transporte,Exploração de Rodovias,33.511,181,400,32.930,-,
ecpr3,"90,25",-,-,-,-%,ON,"0,000",0,"0,00","0,00",0,0,0,141.476.000,"0,0000","0,0000","0,00%","0,0000","0,00%",276.335.000,1.481.000,0,765.000,-765.000,171.908.947,171.143.947,,--%,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,3.956,2,1.501,2.453,-,
